name,source,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2
Rebate Checks Contribution,difference,0,0,0,-0,0,0,-0,NA,NA,NA,NA,NA,0,0,0,0,0
Rebate Checks Contribution,previous,-0.2626,-1.0844,-0.3675,-0.0609,-0.9938,-0.0297,-0.0199,NA,NA,NA,NA,NA,0,0,0,0,0
State Contribution,current,-0.8497,-0.1259,-0.6034,-0.7141,-1.074,0.4851,0.8073,NA,NA,NA,NA,NA,-0.1013,-0.1296,-0.1107,0.2051,0.095
State Contribution,difference,-0,0,-0,0,0,-0,-0,NA,NA,NA,NA,NA,-0.1505,0.0194,0.0261,0.0161,0.0184
State Contribution,previous,-0.8497,-0.1259,-0.6034,-0.7141,-1.074,0.4851,0.8073,NA,NA,NA,NA,NA,0.0493,-0.1489,-0.1368,0.1891,0.0766
State Corporate Taxes Contribution,current,-0.0154,-0.0229,-0.0417,-0.0518,-0.0268,-0.027,-0.0344,NA,NA,NA,NA,NA,-0.0205,-0.0137,0.0033,0.0174,-0.0029
State Corporate Taxes Contribution,difference,-0,-0,-0,0,0,-0,-0,NA,NA,NA,NA,NA,-0.004,-0.0049,-0.0049,-0.0054,-0.0052
State Corporate Taxes Contribution,previous,-0.0154,-0.0229,-0.0417,-0.0518,-0.0268,-0.027,-0.0344,NA,NA,NA,NA,NA,-0.0165,-0.0088,0.0082,0.0227,0.0023
State Health Outlays Contribution,current,0.2361,-0.0481,-0.0184,-0.0863,-0.0485,-0.0471,0.0801,NA,NA,NA,NA,NA,0.1336,0.0958,0.2193,0.0475,-5e-4
State Health Outlays Contribution,difference,0,0,-0,-0,-0,-0,-0,NA,NA,NA,NA,NA,0.0184,0.0392,0.0388,0.0402,0.0232
State Health Outlays Contribution,previous,0.2361,-0.0481,-0.0184,-0.0863,-0.0485,-0.0471,0.0801,NA,NA,NA,NA,NA,0.1152,0.0565,0.1805,0.0073,-0.0236
State Non Corporate Taxes Contribution,current,-0.1201,-0.0675,-0.1411,-0.1655,-0.1584,0.0472,0.1039,NA,NA,NA,NA,NA,0.2296,0.1318,0.1081,0.0747,0.0025
State Non Corporate Taxes Contribution,difference,-0,-0,-0,0,0,-0,-0,NA,NA,NA,NA,NA,-0.0267,-0.0432,-0.0325,-0.0239,-0.0217
State Non Corporate Taxes Contribution,previous,-0.1201,-0.0675,-0.1411,-0.1655,-0.1584,0.0472,0.1039,NA,NA,NA,NA,NA,0.2563,0.175,0.1406,0.0987,0.0243
State Purchases Deflator Growth,current,0.0185,0.0158,0.0191,0.022,0.0328,0.0042,0.0068,NA,NA,NA,NA,NA,0.0131,0.0077,0.0066,0.0064,0.0063
State Purchases Deflator Growth,difference,0,0,-0,0,0,-0,0,NA,NA,NA,NA,NA,0.0043,-3e-4,-4e-4,-2e-4,-3e-4
State Purchases Deflator Growth,previous,0.0185,0.0158,0.0191,0.022,0.0328,0.0042,0.0068,NA,NA,NA,NA,NA,0.0088,0.008,0.007,0.0066,0.0066
State Social Benefits,current,162.3,166.4,166.8,169.1,176.6,196.5,249.8,NA,NA,NA,NA,NA,199.5248,202.8043,206.1377,209.5258,212.9697
State Social Benefits,difference,-0,-0,-0,0,-0,0,0,NA,NA,NA,NA,NA,0,-0,0,0,0
State Social Benefits,previous,162.3,166.4,166.8,169.1,176.6,196.5,249.8,NA,NA,NA,NA,NA,199.5248,202.8043,206.1377,209.5258,212.9697
State Subsidies Contribution,current,0.0067,-0.0011,-5e-4,-6e-4,-7e-4,-1e-4,-1e-4,NA,NA,NA,NA,NA,-0.0026,-5e-4,-5e-4,-7e-4,-0.0013
State Subsidies Contribution,difference,-0,0,-0,0,0,0,-0,NA,NA,NA,NA,NA,-0,0,0,0,0
State Subsidies Contribution,previous,0.0067,-0.0011,-5e-4,-6e-4,-7e-4,-1e-4,-1e-4,NA,NA,NA,NA,NA,-0.0026,-5e-4,-5e-4,-7e-4,-0.0013
State Ui Contribution,current,-0.1561,-0.2613,-0.1432,-0.1396,-0.195,-0.0978,-0.0459,NA,NA,NA,NA,NA,-0.0016,-4e-4,-0.0025,-0.0034,-0.0031
State Ui Contribution,difference,-0,0,0,0,0,0,-0,NA,NA,NA,NA,NA,-2e-4,-1e-4,-1e-4,-0,0
State Ui Contribution,previous,-0.1561,-0.2613,-0.1432,-0.1396,-0.195,-0.0978,-0.0459,NA,NA,NA,NA,NA,-0.0014,-3e-4,-0.0025,-0.0034,-0.0031
