name,source,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2
Rebate Checks Contribution,current,-0.2626,-1.0844,-0.3675,-0.0609,-0.9938,-0.0297,-0.0199,NA,NA,NA,NA,0,0,0,0,0,0
Rebate Checks Contribution,difference,0,0,0,0,0,-0,0,NA,NA,NA,NA,0,0,0,0,0,0
Rebate Checks Contribution,previous,-0.2626,-1.0844,-0.3675,-0.0609,-0.9938,-0.0297,-0.0199,NA,NA,NA,NA,0,0,0,0,0,0
State Contribution,current,-0.8497,-0.1259,-0.6034,-0.7141,-1.074,0.4851,0.8073,NA,NA,NA,NA,0.0996,0.3612,-0.0437,-0.0625,0.2327,0.1212
State Contribution,difference,-0,0,-0,0,0,-0,-0,NA,NA,NA,NA,0,0,-0,0,-0,0
State Contribution,previous,-0.8497,-0.1259,-0.6034,-0.7141,-1.074,0.4851,0.8073,NA,NA,NA,NA,0.0996,0.3612,-0.0437,-0.0625,0.2327,0.1212
State Corporate Taxes Contribution,current,-0.0154,-0.0229,-0.0417,-0.0518,-0.0268,-0.027,-0.0344,NA,NA,NA,NA,-0.0202,-0.0162,-0.0086,0.0081,0.0223,0.002
State Corporate Taxes Contribution,difference,0,-0,-0,-0,0,0,-0,NA,NA,NA,NA,-0.0042,-0.0041,-0.0041,-0.004,-0.0039,-0.0039
State Corporate Taxes Contribution,previous,-0.0154,-0.0229,-0.0417,-0.0518,-0.0268,-0.027,-0.0344,NA,NA,NA,NA,-0.016,-0.0121,-0.0046,0.0121,0.0263,0.0059
State Health Outlays Contribution,current,0.2361,-0.0481,-0.0184,-0.0863,-0.0485,-0.0471,0.0801,NA,NA,NA,NA,0.1506,0.0366,-0.0311,0.0947,-0.0475,-0.0287
State Health Outlays Contribution,difference,0,0,-0,0,-0,-0,0,NA,NA,NA,NA,-0,-0,-0,-0,0,0
State Health Outlays Contribution,previous,0.2361,-0.0481,-0.0184,-0.0863,-0.0485,-0.0471,0.0801,NA,NA,NA,NA,0.1506,0.0366,-0.0311,0.0947,-0.0475,-0.0287
State Non Corporate Taxes Contribution,current,-0.1201,-0.0675,-0.1411,-0.1655,-0.1584,0.0472,0.1039,NA,NA,NA,NA,0.1693,0.163,0.1135,0.0774,0.0358,-0.0382
State Non Corporate Taxes Contribution,difference,-0,0,-0,-0,0,-0,-0,NA,NA,NA,NA,0,-0,-0,0,-0,0
State Non Corporate Taxes Contribution,previous,-0.1201,-0.0675,-0.1411,-0.1655,-0.1584,0.0472,0.1039,NA,NA,NA,NA,0.1693,0.163,0.1135,0.0774,0.0358,-0.0382
State Purchases Deflator Growth,current,0.0185,0.0158,0.0191,0.022,0.0328,0.0042,0.0068,NA,NA,NA,NA,0.0074,0.0056,0.0064,0.0063,0.0066,0.0066
State Purchases Deflator Growth,difference,0,0,-0,0,0,-0,0,NA,NA,NA,NA,-0,-0,0,-0,0,-0
State Purchases Deflator Growth,previous,0.0185,0.0158,0.0191,0.022,0.0328,0.0042,0.0068,NA,NA,NA,NA,0.0074,0.0056,0.0064,0.0063,0.0066,0.0066
State Social Benefits,current,162.3,166.4,166.8,169.1,176.6,196.5,249.8,NA,NA,NA,NA,196.2983,199.5248,202.8043,206.1377,209.5258,212.9697
State Social Benefits,difference,-0,-0,-0,0,-0,0,0,NA,NA,NA,NA,0,0,-0,0,0,0
State Social Benefits,previous,162.3,166.4,166.8,169.1,176.6,196.5,249.8,NA,NA,NA,NA,196.2983,199.5248,202.8043,206.1377,209.5258,212.9697
State Subsidies Contribution,current,0.0067,-0.0011,-5e-4,-6e-4,-7e-4,-1e-4,-1e-4,NA,NA,NA,NA,-0.0011,-0.0025,-5e-4,-4e-4,-6e-4,-0.0013
State Subsidies Contribution,difference,-0,0,0,0,0,0,-0,NA,NA,NA,NA,-0,0,0,-0,0,0
State Subsidies Contribution,previous,0.0067,-0.0011,-5e-4,-6e-4,-7e-4,-1e-4,-1e-4,NA,NA,NA,NA,-0.0011,-0.0025,-5e-4,-4e-4,-6e-4,-0.0013
State Ui Contribution,current,-0.1561,-0.2613,-0.1432,-0.1396,-0.195,-0.0978,-0.0459,NA,NA,NA,NA,-0.0013,0.0043,0.0061,0.0057,0.0059,0.0061
State Ui Contribution,difference,-0,0,0,0,-0,0,-0,NA,NA,NA,NA,-0,-0,0,-0,-0,-0
State Ui Contribution,previous,-0.1561,-0.2613,-0.1432,-0.1396,-0.195,-0.0978,-0.0459,NA,NA,NA,NA,-0.0013,0.0043,0.0061,0.0057,0.0059,0.0061
