name,source,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2
Federal Other Vulnerable Arp Contribution,previous,0.1201,0.1348,0.1437,0.1243,0.084,0.0483,-0.0368,NA,NA,-0.0954,-0.0976,-0.0627,-0.0495,-0.0438,-0.0261,-0.0104,-0.0099
Federal Purchases Deflator Growth,current,0.0097,0.0101,0.0114,0.0176,0.0167,0.0119,0.0101,NA,NA,0.011,0.0072,0.0072,0.0067,0.0069,0.0066,0.0063,0.0061
Federal Purchases Deflator Growth,difference,0,0,-0,0,0,-0,-0,NA,NA,0.0027,0,0,0,-0,0,-0,1e-4
Federal Purchases Deflator Growth,previous,0.0097,0.0101,0.0114,0.0176,0.0167,0.0119,0.0101,NA,NA,0.0083,0.0072,0.0072,0.0067,0.0069,0.0066,0.0063,0.0061
Federal Social Benefits Contribution,current,-0.0183,-0.0199,0.2097,-0.881,-0.1909,-0.8361,-0.4616,NA,NA,0.0255,-0.1691,-0.2081,-0.1167,-0.0692,-0.0367,-0.0723,-0.0713
Federal Social Benefits Contribution,difference,-0,-0,-0,0,-0,0,0,NA,NA,-0.044,-0.0411,-0.0401,-0.0392,0.0023,0.0019,0.0023,0.0015
Federal Social Benefits Contribution,previous,-0.0183,-0.0199,0.2097,-0.881,-0.1909,-0.8361,-0.4616,NA,NA,0.0695,-0.128,-0.168,-0.0775,-0.0715,-0.0386,-0.0746,-0.0728
Federal Student Loans Contribution,current,0.0637,0.0292,0.0267,0.0168,-0.0132,-0.0126,-0.012,NA,NA,-0.1357,-0.1122,-0.1018,-0.0932,-0.0549,-0.0298,-0.0295,-0.0233
Federal Student Loans Contribution,difference,0,-0,0,0,-0,-0,-0,NA,NA,-0,0.0013,0.0012,0.0011,7e-4,4e-4,4e-4,3e-4
Federal Student Loans Contribution,previous,0.0637,0.0292,0.0267,0.0168,-0.0132,-0.0126,-0.012,NA,NA,-0.1357,-0.1135,-0.103,-0.0943,-0.0556,-0.0302,-0.0299,-0.0235
Federal Subsidies Contribution,current,0.3926,0.2349,0.0321,-0.0559,-0.0809,-0.083,-0.0507,NA,NA,-0.5521,-0.2245,-0.1759,-0.3162,-0.237,-0.1047,-0.0356,-0.0289
Federal Subsidies Contribution,difference,0,-0,-0,-0,0,-0,0,NA,NA,0.0199,-2e-4,0.001,0.0027,0.0018,0.0011,3e-4,2e-4
Federal Subsidies Contribution,previous,0.3926,0.2349,0.0321,-0.0559,-0.0809,-0.083,-0.0507,NA,NA,-0.572,-0.2242,-0.1769,-0.3189,-0.2388,-0.1058,-0.0358,-0.0291
Federal Ui Contribution,current,0.0732,-0.9657,-1.027,-0.9508,-1.405,-0.9558,-0.393,NA,NA,-0.1284,-0.0074,-0.0014,-7e-4,-3e-4,-2e-4,0,0
Federal Ui Contribution,difference,-0,0,0,0,0,0,-0,NA,NA,-0,1e-4,0,0,0,0,0,0
Federal Ui Contribution,previous,0.0732,-0.9657,-1.027,-0.9508,-1.405,-0.9558,-0.393,NA,NA,-0.1284,-0.0075,-0.0014,-7e-4,-3e-4,-2e-4,0,0
Fiscal Impact,current,-2.4153,-2.942,-3.159,-3.7594,-4.4973,-2.1663,-0.4741,NA,NA,0.1228,-0.5795,-0.7493,-0.5908,-0.6485,-0.4256,-0.6279,-0.4977
Fiscal Impact,difference,-0,-0,0,-0,0,-0,0,NA,NA,0.4927,-0.3437,-0.1516,-0.0822,-0.146,-0.135,-0.1042,0.0624
Fiscal Impact,previous,-2.4153,-2.942,-3.159,-3.7594,-4.4973,-2.1663,-0.4741,NA,NA,-0.3699,-0.2357,-0.5977,-0.5086,-0.5026,-0.2906,-0.5238,-0.5601
Gdp,current,23292.4,23829,24654.6,25029.1,25544.3,25994.6,26408.4,NA,NA,27623.5,27901.1378,28220.2233,28557.4293,28901.5085,29257.7721,29620.8049,29975.194
Gdp,difference,0,0,0,0,0,0,0,NA,NA,326.8993,330.1849,333.961,337.9515,342.0234,346.2395,350.5356,354.7295
Gdp,previous,23292.4,23829,24654.6,25029.1,25544.3,25994.6,26408.4,NA,NA,27296.6007,27570.9529,27886.2623,28219.4778,28559.4851,28911.5327,29270.2692,29620.4645
Grants Contribution,current,0.4768,0.1255,0.1992,0.4485,0.7727,-0.2929,-0.72,NA,NA,-0.3179,-0.0479,-0.2553,-0.3661,-0.0162,0.01,-0.3093,-0.1931
Grants Contribution,difference,-0,-0,-0,0,0,-0,0,NA,NA,-0.1843,0.0118,0.0034,0.0046,4e-4,1e-4,0.0039,1e-4
Grants Contribution,previous,0.4768,0.1255,0.1992,0.4485,0.7727,-0.2929,-0.72,NA,NA,-0.1336,-0.0597,-0.2587,-0.3707,-0.0166,0.0099,-0.3132,-0.1932
Real Potential Gdp Growth,current,0.0049,0.0051,0.0051,0.005,0.0048,0.0046,0.0044,NA,NA,0.0045,0.0042,0.0041,0.0041,0.0042,0.0043,0.0043,0.0044
Real Potential Gdp Growth,difference,-0,-0,-0,-0,0,0,0,NA,NA,3e-4,0,-0,0,0,0,0,-0
Real Potential Gdp Growth,previous,0.0049,0.0051,0.0051,0.005,0.0048,0.0046,0.0044,NA,NA,0.0042,0.0042,0.0041,0.0041,0.0042,0.0043,0.0043,0.0044
Rebate Checks Arp Contribution,current,-1.0217,-0.0466,-1.1437,-0.032,-0.0222,-0.0329,-0.0212,NA,NA,-0.0123,-0.012,-0.5958,-1e-4,-1e-4,-0.006,0,0
Rebate Checks Arp Contribution,difference,-0,0,-0,-0,-0,-0,0,NA,NA,-0,1e-4,0.0071,0,0,1e-4,0,0
Rebate Checks Arp Contribution,previous,-1.0217,-0.0466,-1.1437,-0.032,-0.0222,-0.0329,-0.0212,NA,NA,-0.0123,-0.0122,-0.6029,-1e-4,-1e-4,-0.0061,0,0
Rebate Checks Contribution,current,-0.2616,-1.0835,-0.3665,-0.0599,-0.9928,-0.0298,-0.02,NA,NA,-0.0329,0,0,0,0,0,0,0
Rebate Checks Contribution,difference,-0,-0,-0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0
Rebate Checks Contribution,previous,-0.2616,-1.0835,-0.3665,-0.0599,-0.9928,-0.0298,-0.02,NA,NA,-0.0329,0,0,0,0,0,0,0
State Contribution,current,-0.853,-0.1309,-0.6088,-0.7158,-1.0669,0.5057,0.8345,NA,NA,0.5201,-0.1784,0.2165,0.3067,-0.0619,-0.1077,0.2094,0.0897
State Contribution,difference,0,-0,0,-0,-0,-0,0,NA,NA,0.4285,-0.2222,-0.0031,-0.0043,1e-4,5e-4,-0.0033,-0.0156
State Contribution,previous,-0.853,-0.1309,-0.6088,-0.7158,-1.0669,0.5057,0.8345,NA,NA,0.0916,0.0438,0.2197,0.311,-0.062,-0.1082,0.2127,0.1054
State Corporate Taxes Contribution,current,-0.0156,-0.0231,-0.0418,-0.052,-0.027,-0.0272,-0.0346,NA,NA,-0.0164,-0.0127,-0.0108,-0.0072,-2e-4,0.0151,0.027,0.0051
State Corporate Taxes Contribution,difference,-0,-0,0,-0,0,0,0,NA,NA,0,2e-4,1e-4,1e-4,0,-2e-4,-3e-4,-0
State Corporate Taxes Contribution,previous,-0.0156,-0.0231,-0.0418,-0.052,-0.027,-0.0272,-0.0346,NA,NA,-0.0164,-0.0129,-0.0109,-0.0073,-3e-4,0.0153,0.0273,0.0052
State Health Outlays Contribution,current,0.2373,-0.0477,-0.0185,-0.0866,-0.0486,-0.0466,0.0812,NA,NA,0.2284,0.114,0.0355,-0.0802,-0.1559,-0.0755,-0.0542,-0.0344
State Health Outlays Contribution,difference,-0,-0,-0,-0,0,-0,0,NA,NA,0.1246,0.0628,0.064,0.0655,-0.0531,0.003,0.0015,0
State Health Outlays Contribution,previous,0.2373,-0.0477,-0.0185,-0.0866,-0.0486,-0.0466,0.0812,NA,NA,0.1038,0.0512,-0.0285,-0.1457,-0.1029,-0.0785,-0.0557,-0.0345
State Non Corporate Taxes Contribution,current,-0.127,-0.0725,-0.1451,-0.1689,-0.1617,0.0432,0.0981,NA,NA,0.0892,0.0335,0.1509,0.1488,0.084,0.0495,0.0118,-0.0583
State Non Corporate Taxes Contribution,difference,0,-0,-0,-0,0,0,0,NA,NA,-0.1097,-0.1455,-0.0568,-0.0386,-0.0545,-0.0534,-0.0523,-0.0504
State Non Corporate Taxes Contribution,previous,-0.127,-0.0725,-0.1451,-0.1689,-0.1617,0.0432,0.0981,NA,NA,0.199,0.179,0.2077,0.1874,0.1384,0.1029,0.0641,-0.0079
State Purchases Deflator Growth,current,0.0185,0.0158,0.0191,0.022,0.0328,0.0042,0.0068,NA,NA,0.0109,0.0076,0.0082,0.0076,0.0073,0.0071,0.0073,0.0071
State Purchases Deflator Growth,difference,0,0,-0,0,0,-0,0,NA,NA,0.0046,0,0,0,0,-0,-0,4e-4
State Purchases Deflator Growth,previous,0.0185,0.0158,0.0191,0.022,0.0328,0.0042,0.0068,NA,NA,0.0063,0.0076,0.0082,0.0076,0.0073,0.0071,0.0073,0.0068
State Social Benefits,current,162.3,166.4,166.8,169.1,176.6,196.5,249.8,NA,NA,176.9,193.124,196.2983,199.5248,202.8043,206.1377,209.5258,212.9697
State Social Benefits,difference,-0,-0,-0,0,-0,0,0,NA,NA,-13.1011,0,0,0,-0,0,0,0
State Social Benefits,previous,162.3,166.4,166.8,169.1,176.6,196.5,249.8,NA,NA,190.0011,193.124,196.2983,199.5248,202.8043,206.1377,209.5258,212.9697
State Subsidies Contribution,current,0.0067,-0.0011,-5e-4,-5e-4,-4e-4,-1e-4,-1e-4,NA,NA,-1e-4,-6e-4,-0.0015,-0.0043,-4e-4,-4e-4,-4e-4,-4e-4
State Subsidies Contribution,difference,0,-0,0,-0,0,-0,-0,NA,NA,5e-4,-1e-4,-0,0,-0,0,0,0
State Subsidies Contribution,previous,0.0067,-0.0011,-5e-4,-5e-4,-4e-4,-1e-4,-1e-4,NA,NA,-6e-4,-6e-4,-0.0014,-0.0043,-4e-4,-4e-4,-4e-4,-4e-4
State Ui Contribution,current,-0.1554,-0.2608,-0.1429,-0.1394,-0.1948,-0.0977,-0.0459,NA,NA,-0.0022,-7e-4,6e-4,0.0077,0.0112,0.0114,0.0099,0.0086
State Ui Contribution,difference,-0,0,0,0,-0,-0,0,NA,NA,-0.0048,8e-4,3e-4,2e-4,0.0013,8e-4,-1e-4,1e-4
State Ui Contribution,previous,-0.1554,-0.2608,-0.1429,-0.1394,-0.1948,-0.0977,-0.0459,NA,NA,0.0026,-0.0015,4e-4,0.0075,0.0099,0.0106,0.01,0.0085
