name,source,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2
Federal Student Loans Contribution,difference,1e-4,1e-4,1e-4,1e-4,0,0,0,NA,NA,NA,NA,NA,2e-4,4e-4,3e-4,3e-4,2e-4
Federal Student Loans Contribution,previous,0.0634,0.029,0.0267,0.0168,-0.0132,-0.0127,-0.0122,NA,NA,NA,NA,NA,-0.0933,-0.0552,-0.0301,-0.0298,-0.0236
Federal Subsidies Contribution,current,0.3548,0.1914,0.0202,-0.0664,-0.1691,-0.1668,-0.0809,NA,NA,NA,NA,NA,-0.2926,-0.263,-0.1065,-0.0588,-0.0936
Federal Subsidies Contribution,difference,2e-4,3e-4,3e-4,3e-4,2e-4,2e-4,2e-4,NA,NA,NA,NA,NA,5e-4,0.0018,0.0012,9e-4,0.0012
Federal Subsidies Contribution,previous,0.3546,0.1911,0.0198,-0.0667,-0.1693,-0.167,-0.0811,NA,NA,NA,NA,NA,-0.2931,-0.2649,-0.10780000000000001,-0.0597,-0.0948
Federal Ui Contribution,current,0.0705,-0.9669,-1.0271,-0.9507,-1.405,-0.9555,-0.3926,NA,NA,NA,NA,NA,-7e-4,-3e-4,-2e-4,0,0
Federal Ui Contribution,difference,7e-4,0.0011,0.001,9e-4,6e-4,4e-4,3e-4,NA,NA,NA,NA,NA,0,0,0,0,0
Federal Ui Contribution,previous,0.0698,-0.9679,-1.0281,-0.9516,-1.4056,-0.9559,-0.3929,NA,NA,NA,NA,NA,-7e-4,-3e-4,-2e-4,0,0
Fiscal Impact,current,-2.4278,-2.9441,-3.1327,-3.7568,-4.6037,-2.293,-0.565,NA,NA,NA,NA,NA,-0.711,-0.3727,0.1743,-0.357,-0.5872
Fiscal Impact,difference,0.029,0.029,0.0169,-0.0031,-0.0132,-0.0056,-0.0043,NA,NA,NA,NA,NA,-0.148,-0.1663,0.0803,0.1131,0.1059
Fiscal Impact,previous,-2.4568,-2.9731,-3.1497,-3.7536,-4.5905,-2.2874,-0.5607,NA,NA,NA,NA,NA,-0.5629,-0.2064,0.094,-0.4702,-0.6931
Gdp,current,23292.4,23829,24654.6,25029.1,25544.3,25994.6,26408.4,NA,NA,NA,NA,NA,28642.9977,28953.2298,29240.6742,29540.6119,29847.8456
Gdp,difference,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,150.3279,198.602,215.8267,226.4015,221.9052
Gdp,previous,23292.4,23829,24654.6,25029.1,25544.3,25994.6,26408.4,NA,NA,NA,NA,NA,28492.6697,28754.6278,29024.8475,29314.2104,29625.9404
Grants Contribution,current,0.4797,0.1288,0.2012,0.4479,0.7694,-0.2984,-0.7264,NA,NA,NA,NA,NA,-0.2253,-0.0158,0.0114,-0.311,-0.1953
Grants Contribution,difference,0.0023,0.0022,9e-4,-9e-4,-0.0017,-2e-4,3e-4,NA,NA,NA,NA,NA,0.0063,0.0147,0.0098,0.0056,0.0049
Grants Contribution,previous,0.4774,0.1265,0.2003,0.4489,0.771,-0.2982,-0.7267,NA,NA,NA,NA,NA,-0.2316,-0.0305,0.0015,-0.3166,-0.2002
Real Potential Gdp Growth,current,0.0044,0.0046,0.0048,0.0051,0.0052,0.0052,0.0051,NA,NA,NA,NA,NA,0.0051,0.0052,0.0052,0.0053,0.0053
Real Potential Gdp Growth,difference,-3e-4,-3e-4,-1e-4,1e-4,2e-4,0,-0,NA,NA,NA,NA,NA,-2e-4,-2e-4,-3e-4,-3e-4,-3e-4
Real Potential Gdp Growth,previous,0.0048,0.0049,0.0049,0.005,0.005,0.0052,0.0051,NA,NA,NA,NA,NA,0.0053,0.0054,0.0055,0.0056,0.0056
Rebate Checks Arp Contribution,current,-1.0203,-0.0457,-1.1428,-0.0316,-0.0218,-0.0325,-0.0207,NA,NA,NA,NA,NA,-0.1049,-0.1017,-0.0998,-0.0969,-0.0941
Rebate Checks Arp Contribution,difference,0.0011,8e-4,7e-4,4e-4,3e-4,3e-4,3e-4,NA,NA,NA,NA,NA,2e-4,7e-4,8e-4,8e-4,8e-4
Rebate Checks Arp Contribution,previous,-1.0214,-0.0464,-1.1435,-0.0319,-0.0221,-0.0328,-0.0211,NA,NA,NA,NA,NA,-0.1051,-0.1024,-0.1005,-0.0977,-0.0949
Rebate Checks Contribution,current,-0.2618,-1.0837,-0.3672,-0.0607,-0.9935,-0.0294,-0.0197,NA,NA,NA,NA,NA,0,0,0,0,0
Rebate Checks Contribution,difference,8e-4,7e-4,3e-4,2e-4,2e-4,2e-4,2e-4,NA,NA,NA,NA,NA,0,0,0,0,0
Rebate Checks Contribution,previous,-0.2626,-1.0844,-0.3675,-0.0609,-0.9938,-0.0297,-0.0199,NA,NA,NA,NA,NA,0,0,0,0,0
State Contribution,current,-0.8374,-0.1147,-0.5992,-0.7185,-1.0812,0.4842,0.8086,NA,NA,NA,NA,NA,0.2111,-0.0711,-0.0965,0.1812,0.067
State Contribution,difference,0.0124,0.0112,0.0042,-0.0044,-0.0072,-8e-4,0.0013,NA,NA,NA,NA,NA,0.1618,0.0779,0.0403,-0.0079,-0.0096
State Contribution,previous,-0.8497,-0.1259,-0.6034,-0.7141,-1.074,0.4851,0.8073,NA,NA,NA,NA,NA,0.0493,-0.1489,-0.1368,0.1891,0.0766
State Corporate Taxes Contribution,current,-0.0154,-0.0229,-0.0417,-0.0519,-0.0269,-0.027,-0.0344,NA,NA,NA,NA,NA,-0.0233,-0.0165,5e-4,0.0145,-0.0058
State Corporate Taxes Contribution,difference,-0,-0,-0,-0,-0,-0,-0,NA,NA,NA,NA,NA,-0.0068,-0.0078,-0.0078,-0.0082,-0.0081
State Corporate Taxes Contribution,previous,-0.0154,-0.0229,-0.0417,-0.0518,-0.0268,-0.027,-0.0344,NA,NA,NA,NA,NA,-0.0165,-0.0088,0.0082,0.0227,0.0023
State Health Outlays Contribution,current,0.2365,-0.0474,-0.0176,-0.0858,-0.0484,-0.0473,0.0799,NA,NA,NA,NA,NA,0.091,0.0389,0.1597,0.0016,-0.0241
State Health Outlays Contribution,difference,4e-4,7e-4,8e-4,5e-4,1e-4,-2e-4,-2e-4,NA,NA,NA,NA,NA,-0.0242,-0.0177,-0.0208,-0.0057,-5e-4
State Health Outlays Contribution,previous,0.2361,-0.0481,-0.0184,-0.0863,-0.0485,-0.0471,0.0801,NA,NA,NA,NA,NA,0.1152,0.0565,0.1805,0.0073,-0.0236
State Non Corporate Taxes Contribution,current,-0.1223,-0.0705,-0.1439,-0.1672,-0.159,0.0465,0.1026,NA,NA,NA,NA,NA,0.2058,0.1218,0.0847,0.055,-0.015
State Non Corporate Taxes Contribution,difference,-0.0022,-0.003,-0.0028,-0.0017,-6e-4,-8e-4,-0.0014,NA,NA,NA,NA,NA,-0.0504,-0.0532,-0.056,-0.0437,-0.0393
State Non Corporate Taxes Contribution,previous,-0.1201,-0.0675,-0.1411,-0.1655,-0.1584,0.0472,0.1039,NA,NA,NA,NA,NA,0.2563,0.175,0.1406,0.0987,0.0243
State Purchases Deflator Growth,current,0.0185,0.0158,0.0191,0.022,0.0328,0.0042,0.0068,NA,NA,NA,NA,NA,0.0081,0.0061,0.0058,0.0064,0.0063
State Purchases Deflator Growth,difference,0,0,-0,0,0,-0,0,NA,NA,NA,NA,NA,-7e-4,-0.0019,-0.0012,-2e-4,-3e-4
State Purchases Deflator Growth,previous,0.0185,0.0158,0.0191,0.022,0.0328,0.0042,0.0068,NA,NA,NA,NA,NA,0.0088,0.008,0.007,0.0066,0.0066
State Social Benefits,current,162.3,166.4,166.8,169.1,176.6,196.5,249.8,NA,NA,NA,NA,NA,199.5248,202.8043,206.1377,209.5258,212.9697
State Social Benefits,difference,-0,-0,-0,0,-0,0,0,NA,NA,NA,NA,NA,0,-0,0,0,0
State Social Benefits,previous,162.3,166.4,166.8,169.1,176.6,196.5,249.8,NA,NA,NA,NA,NA,199.5248,202.8043,206.1377,209.5258,212.9697
State Subsidies Contribution,current,0.0067,-0.0011,-5e-4,-5e-4,-7e-4,-1e-4,-1e-4,NA,NA,NA,NA,NA,-0.0026,-5e-4,-5e-4,-7e-4,-0.0013
State Subsidies Contribution,difference,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0
State Subsidies Contribution,previous,0.0067,-0.0011,-5e-4,-6e-4,-7e-4,-1e-4,-1e-4,NA,NA,NA,NA,NA,-0.0026,-5e-4,-5e-4,-7e-4,-0.0013
State Ui Contribution,current,-0.156,-0.2611,-0.143,-0.1394,-0.1949,-0.0977,-0.0459,NA,NA,NA,NA,NA,-0.0012,0,-0.0021,-0.003,-0.0028
State Ui Contribution,difference,1e-4,2e-4,2e-4,1e-4,1e-4,0,0,NA,NA,NA,NA,NA,2e-4,3e-4,4e-4,4e-4,3e-4
State Ui Contribution,previous,-0.1561,-0.2613,-0.1432,-0.1396,-0.195,-0.0978,-0.0459,NA,NA,NA,NA,NA,-0.0014,-3e-4,-0.0025,-0.0034,-0.0031
