"","year","quarter","impact","recession","total","federal","state_local","consumption","projection"
"72","2017","Q3",-0.141558718408142,0,-0.227787405264969,-0.141233389166774,-0.115322362476838,0.0287683463786428,0
"73","2017","Q4",-0.080893989624743,0,0.0404712420529507,0.210534845494691,-0.0148082705837592,-0.155255332857981,0
"74","2018","Q1",-0.0234651770059663,0,0.0171207136811719,0.0094684631504482,-0.0641177314239726,0.0717699819546963,0
"75","2018","Q2",0.0633221712923392,0,0.423484134700202,0.109296670778381,0.0754595430866351,0.238727920835186,0
"76","2018","Q3",0.159885809299358,0,0.158467146763107,0.165853992858434,-0.0553905408951737,0.0480036947998476,0
"77","2018","Q4",0.0404660636101137,0,-0.437207740704028,0.00105855236909686,-0.489014087606629,0.0507477945335043,0
"78","2019","Q1",0.085997254213037,0,0.199245476092865,-0.0342144238903725,0.131809499740328,0.10165040024291,0
"79","2019","Q2",0.129531372482385,0,0.597620607777594,0.455456172429558,0.0680517556707763,0.0741126796772594,0
"80","2019","Q3",0.18550430346669,0,0.382358870700327,0.18500457768281,-0.149034406715506,0.346388699733023,0
"81","2019","Q4",0.412671913312762,1,0.471462698680259,0.134634443417515,-0.0466421213913046,0.383470376654048,0
"82","2020","Q1",0.382132694391301,1,0.077088600407024,-0.018843904764851,-0.0842807547578526,0.180213259929728,0
"83","2020","Q2",3.80543157859615,1,14.290816144597,0.918268900447894,-0.804543449224973,14.1770906933741,0
"84","2020","Q3",4.58584857542337,1,3.50402685800921,-0.632687259750137,-0.691980343542265,4.82869446130162,0
"85","2020","Q4",3.64788216324458,1,-3.28040295003489,-0.163579687114389,-0.387194436561506,-2.729628826359,0
"86","2021","Q1",5.44569826179757,0,7.26835299461896,1.23747200921128,0.921277365109274,5.10960362029841,1
"87","2021","Q2",1.0011073490251,0,-3.48754750649288,-0.133689185033764,-0.307064434955388,-3.04679388650373,1
"88","2021","Q3",-1.34513630248027,0,-5.88094774801228,-0.834072480720912,-0.199573161210557,-4.84730210608081,1
"89","2021","Q4",-1.01788938705963,0,-1.97141528835231,-0.0360613153290622,-0.100879555742507,-1.83447441728074,1
"90","2022","Q1",-3.38583422677532,0,-2.20342636424379,-0.564600509918579,-0.0455579706284198,-1.59326788369679,1
"91","2022","Q2",-3.03503935894667,0,-2.08436803517831,-0.0225878505432718,-0.0466462011345561,-2.01513398350048,1
"92","2022","Q3",-1.75532849144272,0,-0.762104277996487,-0.00212727314736336,-0.105500602835206,-0.654476402013918,1
"93","2022","Q4",-1.34791288377564,0,-0.341752857683966,-0.0298003537766023,-0.163711456733686,-0.148241047173677,1
"94","2023","Q1",-1.10508609931156,0,-1.23211922638746,-0.00233096433998711,-0.182009273936845,-1.04777898811063,1
"95","2023","Q2",-0.900816918417293,0,-1.26729131160126,-0.0248338446887247,-0.150349669884429,-1.0921077970281,1
"96","2023","Q3",-0.96952200989467,0,-1.036924643906,-0.00553404880351382,-0.162533840016482,-0.868856755086,1
"97","2023","Q4",-1.0580577491161,0,-0.695895814569702,-0.00632570736185904,-0.166181596210094,-0.523388510997749,1
"98","2024","Q1",-0.968670447351637,0,-0.874570019329595,-0.00772723236460712,-0.154649284269257,-0.712193502695731,1
"99","2024","Q2",-0.863179971507082,0,-0.845329408223038,-0.00343919362325547,-0.139370381994793,-0.702519832604989,1
"100","2024","Q3",-0.71905688131655,0,-0.460432283143867,-0.00645331595654996,-0.120875972146389,-0.333102995040928,1
"101","2024","Q4",-0.60921459682437,0,-0.256526676600982,-0.00578525883535627,-0.120980922974527,-0.129760494791099,1
"102","2025","Q1",-0.404696347453244,0,-0.0564970218450914,0.0135528198313832,-0.12655745583052,0.0565076141540455,1
"103","2025","Q2",-0.173199711254169,0,0.080657136573264,-0.00965762951156902,-0.116378641360726,0.206693407445559,1
"104","2025","Q3",0.00907710653395444,0,0.268674988008626,-0.0113436025856963,-0.105474126174212,0.385492716768534,1
"105","2025","Q4",0.106684108746529,0,0.133901332249318,-0.0110251371502882,-0.0985785713620567,0.243505040761663,1
"106","2026","Q1",-0.32111360930131,0,-1.76768789403645,0.00777880072769832,-0.981415548543145,-0.794051146221001,1
"107","2026","Q2",-0.633904299519532,0,-1.17050562429963,-0.0127900527718106,-0.0731956187436359,-1.08451995278418,1
"108","2026","Q3",-1.01675715246312,0,-1.26273642376574,0.00738648156395742,-0.0720614331824264,-1.19806147214728,1
"109","2026","Q4",-1.38221407614455,0,-1.32792636247637,-0.0148174429526783,-0.0701066500829257,-1.24300226944077,1
"110","2027","Q1",-0.919718278055529,0,0.0822952983196256,-0.0159398483281288,-0.0767210668281828,0.174956213475937,1
"111","2027","Q2",-0.607523148987061,0,0.0782748919742478,0.00394976340978524,-0.0747315026942503,0.149056631258713,1
"112","2027","Q3",-0.293683238592324,0,-0.00737678218679903,-0.0162600273766078,-0.0814464176145772,0.0903296628043859,1
"113","2027","Q4",0.0659649936845215,0,0.110666566631011,0.00399850249631307,-0.0827233435757794,0.189391407710478,1
"114","2028","Q1",0.0965423635268502,0,0.20460477768894,-0.0193982778318024,-0.0771542023050956,0.301157257825838,1
"115","2028","Q2",0.169059084139069,0,0.368341774423124,0.00153265450411077,-0.086689802266723,0.453498922185736,1
"116","2028","Q3",0.289595433500212,0,0.474768615257773,-0.000195864403873029,-0.0895637496502608,0.564528229311907,1
"117","2028","Q4",0.298072598636229,0,0.144575227175079,-0.0178695996313951,-0.0943622633984849,0.256807090204959,1
"118","2029","Q1",0.158917903995795,0,-0.352014000872795,-0.00112040397540279,-0.096996762326314,-0.253896834571078,1
"119","2029","Q2",-0.0766201589479022,0,-0.573810477351666,-0.0209487366073039,-0.0992479020346468,-0.453613838709715,1
"120","2029","Q3",-0.372665394058667,0,-0.709412325185286,-0.00239386603889159,-0.105865879467785,-0.601152579678609,1
"121","2029","Q4",-0.483325694416572,0,-0.298065974256543,-0.00405185092030784,-0.107151873879299,-0.186862249456936,1
"122","2030","Q1",-0.393662558460309,0,0.00663854295225874,-0.0215403666386994,-0.106482015841183,0.134660925432141,1
"123","2030","Q2",-0.187494107962756,0,0.250863324638546,-0.00513046086019964,-0.114966596095926,0.370960381594672,1
"124","2030","Q3",0.0944054317965828,0,0.418185833852069,-0.0028901942910145,-0.115302594598354,0.536378622741437,1
