"","date","gdp","gdph","jgdp","c","ch","jc","jgf","jgs","jgse","jgsi","yptmr","yptmd","yptu","gtfp","ypog","yptx","ytpi","yctlg","g","grcsi","dc","gf","gs","gfh","gsh","gfrpt","gfrpri","gfrcp","gfrs","gftfp","gfeg","gsrpt","gsrpri","gsrcp","gsrs","gstfp","gset","gfeghhx","gfeghdx","gfeigx","gfsub","gssub","gsub","gftfpe","gftfpr","gftfpp","gftfpv","gfsubp","gfsubg","gfsube","gfsubs","gfsubf","gfsubv","gfsubk","gfegc","gfege","gfegv","yptue","yptup","yptuc","gftfpu","yptolm","ui","pcw","gdppothq","gdppotq","recessq","lasgova","lalgova","cpgs","cpiu_g","gfrpt_g","gfrpri_g","gfrcp_g","gfrs_g","yptmr_g","yptmd_g","gfrptCurrentLaw_g","gftfp_g","yptu_g","gdp_g","gdph_g","gdppothq_g","gdppotq_g","dc_g","jgdp_g","c_g","ch_g","gh_g","gfh_g","gsh_g","g_g","gf_g","gs_g","cpiu_g_g","cola_rate_g","gftfp_before_cola_g","health_ui_g","gftfp_noCOLA_g","gfrpt_g_g","gfrpri_g_g","gfrcp_g_g","gfrs_g_g","yptmr_g_g","yptmd_g_g","gfrptCurrentLaw_g_g","jgf_g","jgs_g","jc_g","gsrpt_g","gsrpri_g","gsrcp_g","gsrs_g","yq","unemployment_insurance_override","federal_unemployment_insurance_override","state_unemployment_insurance_override","fshare","historical","forecast_period","gftfpnet_g","gstfp_g","gstfpnet_g","gfeghhx_g","gfeghdx_g","gfsub_g","gssub_g","gfeg_g","gfeigx_g","jgsi_g","jgse_g","gdp_g_cumulative_growth","gdph_g_cumulative_growth","jgdp_g_cumulative_growth","gdppotq_g_cumulative_growth","gdppothq_g_cumulative_growth","g_g_cumulative_growth","gf_g_cumulative_growth","gs_g_cumulative_growth","jgf_g_cumulative_growth","jgs_g_cumulative_growth","jgse_g_cumulative_growth","jgsi_g_cumulative_growth","gfeg_g_cumulative_growth","gfeghhx_g_cumulative_growth","gfeghdx_g_cumulative_growth","gfeigx_g_cumulative_growth","gfrpt_g_cumulative_growth","gsrpt_g_cumulative_growth","gfrs_g_cumulative_growth","gsrs_g_cumulative_growth","gfrcp_g_cumulative_growth","gsrcp_g_cumulative_growth","gfrpri_g_cumulative_growth","gsrpri_g_cumulative_growth","gftfp_g_cumulative_growth","gstfp_g_cumulative_growth","yptmd_g_cumulative_growth","yptmr_g_cumulative_growth","gssub_g_cumulative_growth","gfsub_g_cumulative_growth","c_g_cumulative_growth","jc_g_cumulative_growth","gdp_forecast","gdph_forecast","jgdp_forecast","gdppotq_forecast","gdppothq_forecast","g_forecast","gs_forecast","gf_forecast","jgf_forecast","jgs_forecast","jgse_forecast","jgsi_forecast","gfeg_forecast","gfeghhx_forecast","gfeghdx_forecast","gfeigx_forecast","gfrpt_forecast","gsrpt_forecast","gfrs_forecast","gsrs_forecast","gfrcp_forecast","gsrcp_forecast","gfrpri_forecast","gsrpri_forecast","gftfp_forecast","gstfp_forecast","yptmd_forecast","yptmr_forecast","gssub_forecast","gfsub_forecast","c_forecast","jc_forecast","yfptmd","ysptmd","gfegnet","gstfpnet","gftfpnet"
"199",2019-09-30,21540.3,19141.7,112.602,14645.3,13301.3,110.108,110.921,115.262,115.007,116.391,789.9,622.3,27.6,3094.8,115.5,2197.1,1501.6,271.4,3767.1,1424.1,110.104,1429.3,2337.8,1288.5,2028.3,1713.2,175.1,201.6,1402.3,2303.8,610.3,483.9,1326.5,69.8,21.8,791,3123.2,438.361,418.824,68.895,81.4,0.6,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256.191666666667,249.665,18976.5,21354.4,-1,5218.33333333333,14590,311467.666666667,0.0043103448275863,0.00652981681317533,0.0364421498185816,-0.0259495897338757,0.0119838936926118,0.0235646412238326,0.0126268887620629,0.00652981681317533,0.0146747340680622,0,0.00947503081025114,0.00521504160993369,0.00458192578765093,0.00883951784448112,0.00365296803652981,0.00445632798573969,0.0115083521693589,0.00778113207547171,0.0041861311654432,0.00824240521233999,0.00173147323637091,0.00815006813991404,0.0120124364047485,0.00575823986936541,-0.428103879088888,0,0,0.0187914280468586,0.010203589618667,-0.00652981681315223,-0.0364421498185774,0.0259495897338684,-0.0119838936926184,-0.0235646412238344,-0.0126268887620525,-0.00652981681315223,0.00373921109935305,0.0040198064457182,0.00369844202799374,-0.068348093954563,0.0107436757086254,0.0160116448326055,-0.013574660633484,2019 Q4,0,0,0,0.629670798,1,0,0.0146747340680622,0.00575823986936541,0.00575823986936541,0.0126268887620629,0.0126268887620629,0.00458192578765093,0.00458192578765093,0.0120124364047485,0.0120124364047485,0.0040198064457182,0.0040198064457182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,418.824,203.476,191.476,372.176,2722.624
"200",2019-12-31,21747.4,19254,112.989,14759.2,13353.7,110.529,111.281,115.811,115.65,116.521,797.9,619.4,27.9,3108.7,116,2221.2,1509.6,300.8,3805.3,1438.1,110.525,1447.9,2357.4,1301.1,2035.6,1740.2,179.2,229.7,1416.9,2319.8,615.4,480.9,1330.4,71,21.1,788.9,3136.8,436.04,411.409,69.791,80.5,0.6,81.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257.859666666667,251.425333333333,19065.6,21534.6,1,5250.33333333333,14620.3333333333,312808.666666667,0.00585251658213037,-0.00668982745842084,0.167413793726338,0.0685054003802816,-0.0152550413298495,0.0456351253407892,0.0299496117688149,-0.00668982745842084,0.155797140357691,16.1269048394686,0.00866194731345016,0.00527689306577561,0.00456630646515088,0.00795145722050417,0.00363967242948138,0.0026619343389529,0.00795737897017346,0.00454576090945169,0.00625302078298695,0.00833073808782303,0.00498790063706855,0.0108407548770144,0.0122887864823349,0.00999786370433675,0.360925700002864,0,0.452213367347458,0.131165594735965,0.182776904952666,-2.02450461472712,3.59396041561123,-3.6399415591088,-2.27296200393153,0.936593258828617,1.37189163009004,-2.02450461472712,0.00392534735380368,0.00498509789430557,0.00339617983916751,-0.00619962802231877,0.00294006784771961,0.0171919770773639,-0.0321100917431192,2020 Q1,0,0,0,0.629670798,1,0,0.155797140357691,0.00999786370433675,0.00999786370433675,0.0299496117688149,0.0299496117688149,0.00456630646515088,0.00456630646515088,0.0122887864823349,0.0122887864823349,0.00498509789430557,0.00498509789430557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,411.409,207.991,203.991,377.491,2731.209
"201",2020-03-31,21561.1,19010.8,113.38,14545.5,13118.4,110.882,111.205,116.688,116.628,116.961,804.7,624.1,43.4,3189.6,112.2,2252.4,1530,243.2,3834.1,1456.8,110.878,1452.6,2381.6,1306.1,2041,1756.6,183.8,180.5,1436.4,2379.1,627.8,495.8,1346.2,62.7,20.4,810.5,3159.9,444.822,423.429,72.24,74.5,0.6,75.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258.5,251.885333333333,19154,21723.5,1,5276.33333333333,14658.3333333333,328551,0.00310318076027927,-0.00673488266137812,0.143405701239798,0.0641132935368418,-0.015491362708219,0.0436434509847936,0.0290787155280152,-0.00673488266137812,0.12088306445982,0,-0.0087164217569986,-0.012725002601186,0.00453504014798023,0.00860926844461396,0.00362647325475973,0.0035398230088497,-0.0143088881378844,-0.017504361180277,0.00273183032631863,0.00494170334337118,0.00137592137592146,0.0100427406455674,0.00717340322803151,0.0118025297178392,-0.471950379413748,-0.136815708114373,0,0.115956138823849,0.129088560336556,0.00673488266137046,-0.143405701239797,-0.0641132935368411,0.0154913627082209,-0.0436434509847918,-0.0290787155280104,0.00673488266137046,0.00222072571695997,0.0104122818607335,0.00325240430199902,0.0309835724682888,0.0118761274804571,-0.116901408450704,-0.0331753554502371,2020 Q2,0,0,0,0.629670798,1,0,0.12088306445982,0.0118025297178392,0.0118025297178392,0.0290787155280152,0.0290787155280152,0.00453504014798023,0.00453504014798023,0.00717340322803151,0.00717340322803151,0.0104122818607335,0.0104122818607335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423.429,200.671,204.371,387.071,2802.529
"202",2020-06-30,19520.1,17302.5,112.86,13097.3,11860.3,110.435,110.901,115.969,115.811,116.655,824.1,668.8,1084.6,5627.4,112.5,2096.5,1395.8,225.8,3839.3,1393.3,110.431,1504.8,2334.5,1356.8,2013.1,1600.1,131.4,171.5,1374.2,4565.63333333333,1396.9,496.4,1264.3,54.2,19.1,1061.86666666667,3157.6,596.61,512.64,72.525,1085.9,0.6,1086.5,1078.1,9.7,19.1,160.9,609.3,63.8,73.3,22,16.9,96.6,140,597.9,28.4,64.4,7.2,101.5,679.2,788,NA,256.472,249.576,19242,21708.2,1,5049.33333333333,13569.6666666667,326980,-0.00773395204949734,-0.00678054886234591,0.125419788518023,0.0602504394280667,-0.0157351211776398,0.0418183537142029,0.0282570371821314,-0.00678054886234591,0.0976484106962117,0,-0.106496376458354,-0.100893694605162,0.00459826636464911,-0.00182975448105493,-0.00542005420054203,-0.00529100529100535,-0.110516824038455,-0.106123378101525,-0.0158074366804383,0.02520169035728,-0.0408283442928649,-0.0209761163032192,0.0239008355019859,-0.0483736098335983,-3.45206480147865,0,0,0.103907433983973,0.0911505844316329,0.00678054886236934,-0.125419788518022,-0.0602504394280624,0.0157351211776469,-0.0418183537142048,-0.0282570371821356,0.00678054886236934,-0.00126887700979184,-0.00786643922997343,-0.00491504736705017,0.00121016538926977,-0.0608379141286585,-0.135566188197767,-0.0637254901960783,2020 Q3,1084,834.933333333333,249.066666666667,0.629670798,1,0,0.0976484106962117,-0.0483736098335983,-0.0483736098335983,0.0282570371821314,0.0282570371821314,0.00459826636464911,0.00459826636464911,0.0239008355019859,0.0239008355019859,-0.00786643922997343,-0.00786643922997343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512.64,156.16,884.26,549.226666666667,5078.27333333333
"203",2020-09-30,21170.3,18596.5,113.838,14401.5,12924.7,111.431,111.373,116.889,116.685,117.775,842.7,683.7,775.2,4323.4,113,2191.6,1489.2,297.2,3816.6,1446.9,111.426,1487,2329.6,1335.1,1993.1,1685,144.7,207,1426.6,3414.9,728.2,506.6,1344.5,90.2,20.2,908.5,3160.3,533.712,486.072,73.845,1212.9,0.6,1213.5,15.6,14.8,27,58.4,865.6,15,73.3,0,18.4,35.1,140,0,15.8,23.4,23.9,156.1,373.1,556.2,106.2,259.421333333333,253.013666666667,19327.3,22002.3,1,5036.33333333333,13736.6666666667,318988.333333333,0.0066250974279034,-0.00682683857487809,0.111442672145634,0.0568266111359195,-0.0159866734211488,0.0401397744291179,0.0274805191312553,-0.00682683857487809,0.0786005019426168,0,0.0434692244541668,0.0399819489295363,0.003327466438934,0.00676449402508172,0.00454132606721158,0.00354609929078009,0.0662061734866939,0.0619418695460257,-0.0213238425503437,0.00322266356891254,-0.0374501176711347,-0.0177131947390751,0.00882884088020863,-0.0351478406045429,-1.87527737293392,0,0,0.0941269446922504,0.0622932244109375,0.00682683857485866,-0.111442672145637,-0.0568266111359236,0.0159866734211427,-0.0401397744291158,-0.0274805191312529,0.00682683857485866,0.00558816852417632,0.00239185221343696,0.00401557190930935,0.0205479452054795,0.0634343114767064,0.664206642066421,0.0575916230366489,2020 Q4,881.354,695.2,186,0.629670798,1,0,0.0786005019426168,-0.0351478406045429,-0.0351478406045429,0.0274805191312553,0.0274805191312553,0.003327466438934,0.003327466438934,0.00882884088020863,0.00882884088020863,0.00239185221343696,0.00239185221343696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.072,197.628,242.128,422.428,3900.972
"204",2020-12-31,21494.7,18794.4,114.415,14537,12999.1,111.835,112.102,117.727,117.647,118.093,860.6,682.4,296.4,3745.8,113.6,2242.3,1511.6,332.7,3835.2,1467.7,111.831,1493.4,2341.7,1332.2,1989.2,1717.7,150.8,236.9,1445.8,2923.4,738.1,524.5,1360.8,95.9,21.8,822.4,3165.4,547.131,512.193,73.559,609.8,0.6,610.4,5,15.1,10.8,34.5,260.3,0.1,73.3,0,46.2,20.7,140,0,15.2,13.8,63.6,110.3,13.6,198.5,35.8333333333333,260.983,254.680333333333,19414.2,22146,1,4935.33333333333,13655.3333333333,327589.666666667,0.00890050329074721,0.0140332462630435,0.0242941131767844,-0.0564079869716065,0.00293579011171374,-0.0236414457074494,0.0266059428227428,0.0140332462630435,-0.0926343430014152,-0.488366637430917,0.069717762817193,0.0613584748293876,0.0076033984336481,0.0156991703243028,0.0104249547920434,0.00763250883392219,0.0526376677464138,0.0413346016418734,0.0244925869517918,-0.00956222919468097,0.0478898692463059,0.026320051830256,-0.0162434528939867,0.0025,0.348039599306493,0,-0.194259663222204,-0.0363789453868177,-0.153489445294316,-3.05559954422887,-0.782003493733203,-1.99263330760105,-1.18363983765566,-1.58897804095032,-0.0318253197596183,-3.05559954422887,-0.00674572789552752,0.00726948654499848,0.0108544036534641,0.0353335965258585,0.0121234659724807,0.0631929046563195,0.0792079207920797,2021 Q1,338.269,301.6,36.7,0.629670798,1,0,-0.0926343430014152,0.0025,0.0025,0.0266059428227428,0.0266059428227428,0.0076033984336481,0.0076033984336481,-0.0162434528939867,-0.0162434528939867,0.00726948654499848,0.00726948654499848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512.193,170.207,225.907,310.207,3435.593
"205",2021-03-31,21863.3092158734,19020.5271571704,114.992772478609,14758.7735259369,NA,112.281038762603,112.612261953311,118.633344578602,118.552728682789,119.002162301943,839.761520031365,700.085359712918,NA,3507.66600725222,NA,2274.9658860131,1538.51280477624,320.282677787427,3946.97047265841,1472.20598542416,NA,1583.47905378083,2347.55425,NA,NA,1741.47131834174,154.376660472739,222.738103831882,1450.0321406668,2683.21000725222,782.620791211754,533.49456767136,1384.1361443035,97.5445739555452,22.1738447573606,824.456,NA,561.310672545558,525.467204934699,77.9959392775307,612.582925899599,0.602738201934666,613.185664101534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19502.8,22361.5,NA,NA,NA,NA,0.00453186696802366,0.0138390396121224,0.0237179076441605,-0.0597800598063237,0.00292719647724105,-0.0242138972445215,0.0259164122405011,0.0138390396121224,-0.0821611797043778,0,0.0171488420807635,0.0120316241630694,0.00456366989111046,0.00973087690779373,0.00399094431469393,0.0050497966054146,0.0152557973403671,0.0112226725620239,0.0226024695852673,0.0555136521345603,0.00152168399695674,0.0291433230753044,0.0603181021701038,0.0025,-0.494152166549038,0.542363698966669,0,-0.0377523355396392,-0.144759180313809,-0.0138390396121325,-0.0237179076441681,0.0597800598063276,-0.00292719647716277,0.0242138972445203,-0.0259164122405099,-0.0138390396121325,0.00455176494006237,0.00769869765305753,0.00398836466762043,0.0171488420807635,0.0171488420807633,0.0171488420807635,0.0171488420807635,2021 Q2,724,664,60,0.629670798,0,1,-0.0821611797043778,0.0025,0.0025,0.0259164122405011,0.0259164122405011,0.00456366989111046,0.00456366989111046,0.0603181021701038,0.0603181021701038,0.00769869765305753,0.00769869765305753,1.01714884208076,1.01203162416307,1.00504979660541,1.00973087690779,1.00456366989111,1.0291433230753,1.0603181021701,1.0025,1.00455176494006,1.00769869765306,1.00769869765306,1.00769869765306,1.0603181021701,1.0259164122405,1.0259164122405,1.0603181021701,1.01383903961212,1.01714884208076,1.00292719647724,1.01714884208076,0.940219940193676,1.01714884208076,1.02371790764416,1.01714884208076,0.917838820295622,1.0025,1.0259164122405,0.975786102755479,1.00456366989111,1.00456366989111,1.01525579734037,1.00398836466762,21863.3092158734,19020.5271571704,114.992772478609,22361.5,19502.8,3946.97047265841,2347.55425,1583.47905378083,112.612261953311,118.633344578602,118.552728682789,119.002162301943,782.620791211754,561.310672545558,525.467204934699,77.9959392775307,1741.47131834174,533.49456767136,1450.0321406668,22.1738447573606,222.738103831882,97.5445739555452,154.376660472739,1384.1361443035,2683.21000725222,824.456,700.085359712918,839.761520031365,0.602738201934666,612.582925899599,14758.7735259369,112.281038762603,525.467204934699,174.618154778219,257.153586277055,298.988795065301,3208.67721218692
"206",2021-06-30,22087.4364263936,19138.2809283359,115.457197231379,14910.0508297615,NA,112.74637149776,113.200325552399,119.517827054188,119.436610118699,119.889394534051,818.92304006273,717.770719425836,NA,3308.96229272897,NA,2304.20621401387,1556.27865179617,307.120739724744,3937.38726426261,1476.6654366926,NA,1552.2784876668,2353.423135625,NA,NA,1765.24263668349,157.953320945479,208.576207663764,1454.26428133359,2482.44515272897,767.200181965224,538.963577330385,1398.32533085069,98.5445320609799,22.4011553590131,826.51714,NA,575.490345091115,538.741409869398,76.4591223210675,615.453799796025,0.605562938467719,616.059362734493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19594.2,22558.5,NA,NA,NA,NA,0.00495454198181688,0.0136501348551512,0.0231684016339437,-0.0635809317062659,0.00291865300644223,-0.0248147592757726,0.0252617191140381,0.0136501348551512,-0.074822639294212,0,0.0102512939970436,0.00619087842269006,0.00468650655290537,0.00880978467455229,0.00414442196454523,0.00403872993719467,0.0102499915429113,0.00608043481561338,-0.008900492493918,-0.0247963412891239,0.00172195492529759,-0.00242799090142354,-0.0197038072840526,0.0025,0.0939601166641337,0,0,-0.0392334914741634,-0.123679264294834,-0.0136501348551474,-0.0231684016339461,0.0635809317062626,-0.00291865300646599,0.0248147592757726,-0.0252617191140337,-0.0136501348551474,0.00522202102051494,0.00745559757021508,0.00414435723328821,0.0102512939970436,0.0102512939970436,0.0102512939970436,0.0102512939970434,2021 Q3,152,108,44,0.629670798,0,1,-0.074822639294212,0.0025,0.0025,0.0252617191140381,0.0252617191140381,0.00468650655290537,0.00468650655290537,-0.0197038072840526,-0.0197038072840526,0.00745559757021508,0.00745559757021508,1.02757593389969,1.01829698890818,1.00910892130734,1.0186263885126,1.00927156411287,1.02664457245062,1.03942579862515,1.00500625,1.00979755537277,1.01521169361479,1.01521169361479,1.01521169361479,1.03942579862515,1.051832824481,1.051832824481,1.03942579862515,1.02767807922424,1.02757593389969,1.00585439295448,1.02757593389969,0.880439880387353,1.02757593389969,1.04743581528832,1.02757593389969,0.849163697314418,1.00500625,1.051832824481,0.951572205510957,1.00927156411287,1.00927156411287,1.025662160677,1.00814925110887,22087.4364263936,19138.2809283359,115.457197231379,22558.5,19594.2,3937.38726426261,2353.423135625,1552.2784876668,113.200325552399,119.517827054188,119.436610118699,119.889394534051,767.200181965224,575.490345091115,538.741409869398,76.4591223210675,1765.24263668349,538.963577330385,1454.26428133359,22.4011553590131,208.576207663764,98.5445320609799,157.953320945479,1398.32533085069,2482.44515272897,826.51714,717.770719425836,818.92304006273,0.605562938467719,615.453799796025,14910.0508297615,112.74637149776,538.741409869398,179.029309556438,228.458772095826,287.775730130602,3021.18656259837
"207",2021-09-30,22407.2179285465,19317.9053250291,116.039985096086,15105.3633091549,NA,113.327162500582,113.738038561268,120.293251185387,120.211507319538,120.667229371647,798.084560094094,735.456079138754,NA,3163.87521314253,NA,2335.7806372084,1580.10024093178,294.385569496344,3948.78623845972,1481.22190087854,NA,1545.93772745653,2365.19025130312,NA,NA,1789.01395502523,161.529981418218,194.414311495646,1458.49642200038,2333.22548744253,764.066316215123,546.766682183172,1418.57025951356,99.9712580006983,22.7254788781566,830.6497257,NA,589.670017636673,552.015614804097,76.1468014557218,618.390634690072,0.608452575949563,618.999087266022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19687.7,22781.6,NA,NA,NA,NA,0.00571315622422319,0.0134663178011631,0.0226437814116867,-0.0678979463992738,0.00291015926136473,-0.0254462006186064,0.0246392883330002,0.0134663178011631,-0.0601099545431638,0,0.0144779817802119,0.0093856076920269,0.00477182023251776,0.00988984196644282,0.0051480508414401,0.0050476529716863,0.0130993838735602,0.00790734522956194,-0.00290366999940128,-0.00879314134974718,0.000960614793467762,0.00289506046320964,-0.00408480840303438,0.005,0.154426632376776,0,0,-0.0408356152363822,-0.0891194477103084,-0.0134663178011534,-0.022643781411682,0.0678979463992739,-0.0029101592613956,0.025446200618608,-0.0246392883329926,-0.0134663178011534,0.00475010125850428,0.00648793699074868,0.00515130549308163,0.0144779817802119,0.0144779817802119,0.0144779817802119,0.0144779817802121,2021 Q4,44,0,44,0.629670798,0,1,-0.0601099545431638,0.005,0.005,0.0246392883330002,0.0246392883330002,0.00477182023251776,0.00477182023251776,-0.00408480840303438,-0.00408480840303438,0.00648793699074868,0.00648793699074868,1.04245315954847,1.02785432496004,1.01420255295273,1.02870044251784,1.0140876265826,1.02961677056209,1.0351799433886,1.01003128125,1.01459419601139,1.02179832311523,1.02179832311523,1.02179832311523,1.0351799433886,1.0777492367215,1.0777492367215,1.0351799433886,1.04151711883637,1.04245315954847,1.00878158943172,1.04245315954847,0.820659820581029,1.04245315954847,1.07115372293248,1.04245315954847,0.798120506069143,1.01003128125,1.0777492367215,0.927358308266436,1.0140876265826,1.0140876265826,1.03909770304429,1.01334253588395,22407.2179285465,19317.9053250291,116.039985096086,22781.6,19687.7,3948.78623845972,2365.19025130312,1545.93772745653,113.738038561268,120.293251185387,120.211507319538,120.667229371647,764.066316215123,589.670017636673,552.015614804097,76.1468014557218,1789.01395502523,546.766682183172,1458.49642200038,22.7254788781566,194.414311495646,99.9712580006983,161.529981418218,1418.57025951356,2333.22548744253,830.6497257,735.456079138754,798.084560094094,0.608452575949563,618.390634690072,15105.3633091549,113.327162500582,552.015614804097,183.440464334657,212.050701411026,278.634110895903,2885.24110224663
"208",2021-12-31,22705.0869935994,19490.04537186,116.544532937649,15302.9724076822,NA,113.774034079858,114.261748801951,121.073066243211,120.990792463199,121.449468786765,825.150888669464,737.951646068239,NA,3210.99403465858,NA,2432.96538514534,1603.1860414128,321.769114137426,3967.14564822852,1488.66056244452,NA,1560.15064087933,2382.9291781879,NA,NA,1878.93029146444,165.758099599699,220.468893958211,1465.63298371765,2374.11443601583,771.090925427237,554.035093680903,1437.4279418131,101.300220179216,23.0275787268707,836.87959864275,NA,591.67089986073,553.888727219563,76.8468735720121,621.387148581966,0.611400933337454,621.998549515303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19783.1,22992.3,NA,NA,NA,NA,0.00408572076498603,0.0502602767220672,0.0261754390383659,0.134015763871109,0.00489309511467662,0.0339141112718417,0.0033932236067824,0.0502602767220672,0.0175246450861082,-0.834092702210362,0.0132934425863493,0.0089109064328996,0.00484566505991046,0.00924869192681821,0.00394722899226441,0.0043480515888108,0.0130820487056771,0.00910295471729183,-0.0011108108919512,-0.00458342574111037,0.00116173350843507,0.00464938050836627,0.00919371664872126,0.0075,-0.286599721209103,0,0.018495798811605,-0.0130431410781946,0.0659704573983626,2.73229545479211,0.155965894674136,-2.97378228618329,0.68138396397659,-2.33277701375362,-0.862284025377562,2.73229545479211,0.0046045302636466,0.00648261685622153,0.00394319922440389,0.0132934425863493,0.0132934425863493,0.0132934425863493,0.0132934425863493,2022 Q1,44,0,44,0.629670798,0,1,0.0175246450861082,0.0075,0.0075,0.0033932236067824,0.0033932236067824,0.00484566505991046,0.00484566505991046,0.00919371664872126,0.00919371664872126,0.00648261685622153,0.00648261685622153,1.05631095077389,1.03701343867642,1.01861235797447,1.03821457599567,1.01900155556242,1.03440385070623,1.04469709446855,1.01760651585937,1.01926592569224,1.02842225014832,1.02842225014832,1.02842225014832,1.04469709446855,1.08140628087374,1.08140628087374,1.04469709446855,1.09386405743985,1.05631095077389,1.01371765369875,1.05631095077389,0.930641173314523,1.05631095077389,1.09919164190782,1.05631095077389,0.81210728467395,1.01760651585937,1.08140628087374,0.95880884112185,1.01900155556242,1.01900155556242,1.05269122980547,1.0173383473855,22705.0869935994,19490.04537186,116.544532937649,22992.3,19783.1,3967.14564822852,2382.9291781879,1560.15064087933,114.261748801951,121.073066243211,120.990792463199,121.449468786765,771.090925427237,591.67089986073,553.888727219563,76.8468735720121,1878.93029146444,554.035093680903,1465.63298371765,23.0275787268707,220.468893958211,101.300220179216,165.758099599699,1437.4279418131,2374.11443601583,836.87959864275,737.951646068239,825.150888669464,0.611400933337454,621.387148581966,15302.9724076822,113.774034079858,553.888727219563,184.062918848677,217.202198207675,282.990871423187,2928.00316323539
