name,source,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2
Grants Contribution,current,0.4768,0.1255,0.1992,0.4485,0.7727,-0.2929,-0.72,NA,NA,-0.1336,-0.0597,-0.2587,-0.3707,-0.0166,0.0099,-0.3132,-0.1932
Grants Contribution,difference,-0.1924,0.158,-0.1031,0.0779,-0.0158,0.0092,-0.0277,NA,NA,0.0014,9e-4,0.0029,0.0039,4e-4,1e-4,0.0033,0.0021
Grants Contribution,previous,0.6692,-0.0325,0.3023,0.3706,0.7885,-0.3021,-0.6923,NA,NA,-0.1351,-0.0606,-0.2616,-0.3746,-0.017,0.0097,-0.3166,-0.1953
Real Potential Gdp Growth,current,0.0049,0.0051,0.0051,0.005,0.0048,0.0046,0.0044,NA,NA,0.0042,0.0042,0.0041,0.0041,0.0042,0.0043,0.0043,0.0044
Real Potential Gdp Growth,difference,-0,-0,-0,-0,0,0,0,NA,NA,-0,0,-0,0,0,0,0,-0
Real Potential Gdp Growth,previous,0.0049,0.0051,0.0051,0.005,0.0048,0.0046,0.0044,NA,NA,0.0042,0.0042,0.0041,0.0041,0.0042,0.0043,0.0043,0.0044
Rebate Checks Arp Contribution,current,-1.0217,-0.0466,-1.1437,-0.032,-0.0222,-0.0329,-0.0212,NA,NA,-0.0123,-0.0122,-0.6029,-1e-4,-1e-4,-0.0061,0,0
Rebate Checks Arp Contribution,difference,0.0146,0.0015,0.0145,9e-4,7e-4,8e-4,7e-4,NA,NA,4e-4,4e-4,0.0062,-0,-0,1e-4,0,0
Rebate Checks Arp Contribution,previous,-1.0363,-0.0482,-1.1582,-0.0329,-0.023,-0.0338,-0.0218,NA,NA,-0.0127,-0.0126,-0.6091,-1e-4,-1e-4,-0.0062,0,0
Rebate Checks Contribution,current,-0.2616,-1.0835,-0.3665,-0.0599,-0.9928,-0.0298,-0.02,NA,NA,-0.0329,0,0,0,0,0,0,0
Rebate Checks Contribution,difference,0.0046,0.0119,0.0044,9e-4,0.0118,5e-4,4e-4,NA,NA,3e-4,0,0,0,0,0,0,0
Rebate Checks Contribution,previous,-0.2662,-1.0954,-0.3709,-0.0609,-1.0046,-0.0302,-0.0203,NA,NA,-0.0332,0,0,0,0,0,0,0
State Contribution,current,-0.853,-0.1309,-0.6088,-0.7158,-1.0669,0.5057,0.8345,NA,NA,0.0916,0.0438,0.2197,0.311,-0.062,-0.1082,0.2127,0.1054
State Contribution,difference,0.081,-0.4364,0.0929,-0.0854,-0.0048,-0.006,0.0474,NA,NA,-8e-4,-6e-4,-0.0023,-0.0031,7e-4,0.0013,-0.0019,-8e-4
State Contribution,previous,-0.934,0.3055,-0.7016,-0.6304,-1.062,0.5116,0.7872,NA,NA,0.0924,0.0445,0.222,0.314,-0.0628,-0.1095,0.2146,0.1062
State Corporate Taxes Contribution,current,-0.0156,-0.0231,-0.0418,-0.052,-0.027,-0.0272,-0.0346,NA,NA,-0.0164,-0.0129,-0.0109,-0.0073,-3e-4,0.0153,0.0273,0.0052
State Corporate Taxes Contribution,difference,-0.0033,-0.0096,-0.0214,-0.0087,-0.0167,-0.0219,-0.0206,NA,NA,-0.0253,-0.0248,-0.0239,-0.0204,-0.0144,-0.0046,-0.0158,-0.0091
State Corporate Taxes Contribution,previous,-0.0123,-0.0135,-0.0204,-0.0433,-0.0103,-0.0052,-0.0139,NA,NA,0.0089,0.0119,0.013,0.0132,0.0142,0.0199,0.0432,0.0142
State Health Outlays Contribution,current,0.2373,-0.0477,-0.0185,-0.0866,-0.0486,-0.0466,0.0812,NA,NA,0.1038,0.0512,-0.0285,-0.1457,-0.1029,-0.0785,-0.0557,-0.0345
State Health Outlays Contribution,difference,-0.0032,0.0037,-0.0111,0.0643,0.0785,0.0972,0.1285,NA,NA,-0.0809,-0.0961,-0.1091,-0.1133,-0.0477,-0.0232,-2e-4,0.0084
State Health Outlays Contribution,previous,0.2405,-0.0514,-0.0074,-0.1509,-0.1271,-0.1438,-0.0473,NA,NA,0.1847,0.1472,0.0806,-0.0325,-0.0552,-0.0553,-0.0555,-0.0429
State Non Corporate Taxes Contribution,current,-0.127,-0.0725,-0.1451,-0.1689,-0.1617,0.0432,0.0981,NA,NA,0.199,0.179,0.2077,0.1874,0.1384,0.1029,0.0641,-0.0079
State Non Corporate Taxes Contribution,difference,-0.0182,-0.0933,-0.1634,-0.1523,-0.1112,-0.0182,-0.0181,NA,NA,-0.052,-0.0338,-8e-4,-0.0033,-0.0394,-0.0365,-0.0056,-0.0177
State Non Corporate Taxes Contribution,previous,-0.1088,0.0208,0.0184,-0.0166,-0.0505,0.0614,0.1163,NA,NA,0.251,0.2128,0.2085,0.1906,0.1778,0.1394,0.0697,0.0098
State Purchases Deflator Growth,current,0.0185,0.0158,0.0191,0.022,0.0328,0.0042,0.0068,NA,NA,0.0063,0.0076,0.0082,0.0076,0.0073,0.0071,0.0073,0.0068
State Purchases Deflator Growth,difference,-0.0021,-0.0012,-0.0028,-0.0034,-0.0027,-0.003,-0.0028,NA,NA,0,0,0,0,0,-0,-0,-0
State Purchases Deflator Growth,previous,0.0206,0.017,0.0219,0.0254,0.0355,0.0072,0.0096,NA,NA,0.0063,0.0076,0.0082,0.0076,0.0073,0.0071,0.0073,0.0068
State Social Benefits,current,162.3,166.4,166.8,169.1,176.6,196.5,249.8,NA,NA,190.0011,193.124,196.2983,199.5248,202.8043,206.1377,209.5258,212.9697
State Social Benefits,difference,-3,-3.5,-3.4,-2.5,3.4,-0.3,0.1,NA,NA,0.6915,0.8788,1.0719,1.2709,1.4761,1.6875,1.9052,2.1295
State Social Benefits,previous,165.3,169.9,170.2,171.6,173.2,196.8,249.7,NA,NA,189.3096,192.2453,195.2264,198.2538,201.3282,204.4502,207.6206,210.8402
State Subsidies Contribution,current,0.0067,-0.0011,-5e-4,-5e-4,-4e-4,-1e-4,-1e-4,NA,NA,-6e-4,-6e-4,-0.0014,-0.0043,-4e-4,-4e-4,-4e-4,-4e-4
State Subsidies Contribution,difference,-1e-4,0,0,0,0,-0,-0,NA,NA,0,0,0,0,0,0,0,0
State Subsidies Contribution,previous,0.0068,-0.0011,-5e-4,-5e-4,-4e-4,-1e-4,-1e-4,NA,NA,-6e-4,-6e-4,-0.0015,-0.0044,-4e-4,-4e-4,-4e-4,-4e-4
State Ui Contribution,current,-0.1554,-0.2608,-0.1429,-0.1394,-0.1948,-0.0977,-0.0459,NA,NA,0.0026,-0.0015,4e-4,0.0075,0.0099,0.0106,0.01,0.0085
State Ui Contribution,difference,0.0529,-0.0414,-0.0157,-0.0155,0.0268,0.0095,0.0016,NA,NA,0.006,-0.0045,-0.0042,-0.0028,-0.0019,-0.0019,-5e-4,-4e-4
State Ui Contribution,previous,-0.2083,-0.2194,-0.1272,-0.1239,-0.2216,-0.1072,-0.0474,NA,NA,-0.0034,0.0031,0.0046,0.0103,0.0118,0.0125,0.0105,0.0089
