name,source,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2
Real Potential Gdp Growth,previous,0.0049,0.0051,0.0051,0.005,0.0048,0.0046,0.0044,NA,NA,NA,NA,0.0041,0.0041,0.0042,0.0043,0.0043,0.0044
Rebate Checks Arp Contribution,current,-1.0214,-0.0464,-1.1435,-0.0319,-0.0221,-0.0328,-0.0211,NA,NA,NA,NA,-0.1124,-0.1051,-0.102,-0.0999,-0.0968,-0.0938
Rebate Checks Arp Contribution,difference,3e-4,2e-4,2e-4,1e-4,1e-4,1e-4,1e-4,NA,NA,NA,NA,1e-4,1e-4,1e-4,0,0,0
Rebate Checks Arp Contribution,previous,-1.0217,-0.0466,-1.1437,-0.032,-0.0222,-0.0329,-0.0212,NA,NA,NA,NA,-0.1125,-0.1052,-0.102,-0.0999,-0.0968,-0.0938
Rebate Checks Contribution,current,-0.2626,-1.0844,-0.3675,-0.0609,-0.9938,-0.0297,-0.0199,NA,NA,NA,NA,0,0,0,0,0,0
Rebate Checks Contribution,difference,-0.001,-9e-4,-0.001,-0.001,-0.001,1e-4,1e-4,NA,NA,NA,NA,0,0,0,0,0,0
Rebate Checks Contribution,previous,-0.2616,-1.0835,-0.3665,-0.0599,-0.9928,-0.0298,-0.02,NA,NA,NA,NA,0,0,0,0,0,0
State Contribution,current,-0.8497,-0.1259,-0.6034,-0.7141,-1.074,0.4851,0.8073,NA,NA,NA,NA,0.0461,0.3614,-0.065,-0.0943,0.2326,0.121
State Contribution,difference,0.0033,0.005,0.0054,0.0017,-0.0071,-0.0206,-0.0272,NA,NA,NA,NA,-0.0686,0.056,-0.0021,0.0146,0.0248,0.0328
State Contribution,previous,-0.853,-0.1309,-0.6088,-0.7158,-1.0669,0.5057,0.8345,NA,NA,NA,NA,0.1147,0.3054,-0.063,-0.1089,0.2078,0.0882
State Corporate Taxes Contribution,current,-0.0154,-0.0229,-0.0417,-0.0518,-0.0268,-0.027,-0.0344,NA,NA,NA,NA,-0.0163,-0.0125,-0.005,0.0117,0.0258,0.0055
State Corporate Taxes Contribution,difference,2e-4,2e-4,2e-4,1e-4,1e-4,2e-4,2e-4,NA,NA,NA,NA,-0.0085,-0.0082,-0.0076,-0.0063,-0.0041,-0.0026
State Corporate Taxes Contribution,previous,-0.0156,-0.0231,-0.0418,-0.052,-0.027,-0.0272,-0.0346,NA,NA,NA,NA,-0.0079,-0.0043,0.0026,0.018,0.0299,0.0081
State Health Outlays Contribution,current,0.2361,-0.0481,-0.0184,-0.0863,-0.0485,-0.0471,0.0801,NA,NA,NA,NA,0.0491,-0.0678,-0.1386,0.0267,-0.0564,-0.0342
State Health Outlays Contribution,difference,-0.0012,-4e-4,1e-4,3e-4,1e-4,-5e-4,-0.0011,NA,NA,NA,NA,0.0139,0.0141,0.0145,0.0379,-0.0028,-0.0036
State Health Outlays Contribution,previous,0.2373,-0.0477,-0.0185,-0.0866,-0.0486,-0.0466,0.0812,NA,NA,NA,NA,0.0352,-0.0819,-0.15310000000000001,-0.0112,-0.0536,-0.0307
State Non Corporate Taxes Contribution,current,-0.1201,-0.0675,-0.1411,-0.1655,-0.1584,0.0472,0.1039,NA,NA,NA,NA,0.2155,0.1739,0.1286,0.0951,0.0543,-0.0199
State Non Corporate Taxes Contribution,difference,0.0069,0.0049,0.004,0.0034,0.0033,0.004,0.0058,NA,NA,NA,NA,0.0093,-0.0077,-0.004,-0.0024,-0.0049,-0.0085
State Non Corporate Taxes Contribution,previous,-0.127,-0.0725,-0.1451,-0.1689,-0.1617,0.0432,0.0981,NA,NA,NA,NA,0.2062,0.1816,0.1326,0.0975,0.0592,-0.0114
State Purchases Deflator Growth,current,0.0185,0.0158,0.0191,0.022,0.0328,0.0042,0.0068,NA,NA,NA,NA,0.0074,0.0056,0.0064,0.0063,0.0066,0.0066
State Purchases Deflator Growth,difference,0,0,-0,0,0,-0,0,NA,NA,NA,NA,-0,-0.002,-9e-4,-9e-4,-7e-4,-6e-4
State Purchases Deflator Growth,previous,0.0185,0.0158,0.0191,0.022,0.0328,0.0042,0.0068,NA,NA,NA,NA,0.0074,0.0076,0.0073,0.0071,0.0073,0.0071
State Social Benefits,current,162.3,166.4,166.8,169.1,176.6,196.5,249.8,NA,NA,NA,NA,196.2983,199.5248,202.8043,206.1377,209.5258,212.9697
State Social Benefits,difference,-0,-0,-0,0,-0,0,0,NA,NA,NA,NA,0,0,-0,0,0,0
State Social Benefits,previous,162.3,166.4,166.8,169.1,176.6,196.5,249.8,NA,NA,NA,NA,196.2983,199.5248,202.8043,206.1377,209.5258,212.9697
State Subsidies Contribution,current,0.0067,-0.0011,-5e-4,-6e-4,-7e-4,-1e-4,-1e-4,NA,NA,NA,NA,-0.0011,-0.0025,-5e-4,-4e-4,-6e-4,-0.0013
State Subsidies Contribution,difference,-0,-0,-0,-0,-0,-0,-0,NA,NA,NA,NA,-0,-0,-0,-0,-0,-0
State Subsidies Contribution,previous,0.0067,-0.0011,-5e-4,-6e-4,-7e-4,-1e-4,-1e-4,NA,NA,NA,NA,-0.0011,-0.0025,-5e-4,-4e-4,-6e-4,-0.0013
State Ui Contribution,current,-0.1561,-0.2613,-0.1432,-0.1396,-0.195,-0.0978,-0.0459,NA,NA,NA,NA,-0.0011,0.0046,0.0064,0.006,0.0061,0.0062
State Ui Contribution,difference,-8e-4,-5e-4,-3e-4,-2e-4,-2e-4,-1e-4,-1e-4,NA,NA,NA,NA,-0.0019,-0.0033,-0.005,-0.0054,-0.0038,-0.0024
State Ui Contribution,previous,-0.1554,-0.2608,-0.1429,-0.1394,-0.1948,-0.0977,-0.0459,NA,NA,NA,NA,8e-4,0.0079,0.0113,0.0114,0.0099,0.0086
