name,source,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2
Rebate Checks Arp Contribution,difference,0,0,-0,0,-0,0,0,-0,0.0029,1e-4,1e-4,0.0042,0,0,0,0,0
Rebate Checks Arp Contribution,previous,-1.0348,-0.0472,-1.1572,-0.0324,-0.0225,-0.0333,-0.0214,-0.021,-0.43120000000000003,-0.0126,-0.0125,-0.6169,-1e-4,-1e-4,-0.0062,0,0
Rebate Checks Contribution,current,-0.2653,-1.0944,-0.3705,-0.0606,-1.0044,-0.0298,-0.0199,-0.5171,-0.2506,-0.0334,0,0,0,0,0,0,0
Rebate Checks Contribution,difference,0,0,0,0,-0,-0,0,-0,0.0017,2e-4,0,0,0,0,0,0,0
Rebate Checks Contribution,previous,-0.2653,-1.0944,-0.3705,-0.0606,-1.0044,-0.0298,-0.0199,-0.5171,-0.2523,-0.0336,0,0,0,0,0,0,0
State Contribution,current,-0.9179,0.3274,-0.6783,-0.6125,-1.0525,0.5137,0.7797,0.2551,-0.8619,0.1258,-0.0077,0.202,0.2928,-0.0689,-0.0989,0.2283,-36.5076
State Contribution,difference,-0,0,-0,0,-0,-0,-0,-0.0687,-0.8465,0.0024,0.0033,9e-4,-5e-4,0.0017,0.0019,0,1.4204
State Contribution,previous,-0.9179,0.3274,-0.6783,-0.6125,-1.0525,0.5137,0.7797,0.3238,-0.0153,0.1234,-0.0109,0.2011,0.2933,-0.0707,-0.1008,0.2283,-37.9279
State Corporate Taxes Contribution,current,-0.0123,-0.0135,-0.0204,-0.0433,-0.0104,-0.0054,-0.014,-0.0115,-0.0089,0.0011,0.0045,0.0054,0.0052,0.0056,0.0111,0.0347,0.0576
State Corporate Taxes Contribution,difference,-0,-0,-0,0,0,0,0,1e-4,1e-4,1e-4,1e-4,0,0,0,0,-2e-4,-3e-4
State Corporate Taxes Contribution,previous,-0.0123,-0.0135,-0.0204,-0.0433,-0.0104,-0.0054,-0.014,-0.0116,-0.009,0.001,0.0045,0.0053,0.0052,0.0056,0.0111,0.0348,0.058
State Health Outlays Contribution,current,0.2407,-0.0506,-0.006,-0.1493,-0.1256,-0.1428,-0.0469,0.0083,0.015,0.1235,0.0767,0.0873,-0.0185,-0.0678,-0.0544,-0.0526,-0.7102
State Health Outlays Contribution,difference,-0,0,0,0,0,0,0,-0.0248,0.0095,-0.0264,-0.027,-0.0038,-0.0372,-0.0038,-0.0036,-0.0035,0.0328
State Health Outlays Contribution,previous,0.2407,-0.0506,-0.006,-0.1493,-0.1256,-0.1428,-0.0469,0.0331,0.0055,0.1499,0.1038,0.0912,0.0188,-0.064,-0.0508,-0.0491,-0.743
State Non Corporate Taxes Contribution,current,-0.1091,0.0179,0.0133,-0.0226,-0.0567,0.0556,0.1119,0.2444,0.2634,0.1387,0.1526,0.1367,0.1174,0.1061,0.071,0.0047,3.9355
State Non Corporate Taxes Contribution,difference,-0,-0,0,0,-0,-0,0,0.1335,0.131,0.0651,0.0645,0.064,0.0634,0.0627,0.0622,2e-4,-0.1555
State Non Corporate Taxes Contribution,previous,-0.1091,0.0179,0.0133,-0.0226,-0.0567,0.0556,0.1119,0.1108,0.1323,0.0737,0.0881,0.0726,0.0541,0.0434,0.0088,0.0045,4.091
State Purchases Deflator Growth,current,0.0206,0.017,0.0219,0.0254,0.0355,0.0072,0.0096,0.0014,0.008,0.0086,0.0085,0.0077,0.0069,0.0067,0.0066,0.0068,0.0068
State Purchases Deflator Growth,difference,0,0,-0,0,0,-0,0,-0.0071,-0,-0,0,-0,0,0,-0,-0,-0
State Purchases Deflator Growth,previous,0.0206,0.017,0.0219,0.0254,0.0355,0.0072,0.0096,0.0086,0.008,0.0086,0.0085,0.0077,0.0069,0.0067,0.0066,0.0068,0.0068
State Social Benefits,current,165.3,169.9,170.2,171.6,173.2,196.8,249.7,183.8,186.4188,189.3096,192.2453,195.2264,198.2538,201.3282,204.4502,207.6206,0
State Social Benefits,difference,0,-0,0,0,0,-0,0,0.2279,0,0,0,0,-0,0,-0,0,0
State Social Benefits,previous,165.3,169.9,170.2,171.6,173.2,196.8,249.7,183.5721,186.4188,189.3096,192.2453,195.2264,198.2538,201.3282,204.4502,207.6206,0
State Subsidies Contribution,current,0.0068,-0.0011,-5e-4,-5e-4,-4e-4,-1e-4,-1e-4,-2e-4,-9e-4,-6e-4,-5e-4,-0.0014,-0.0044,-4e-4,-4e-4,-4e-4,-3e-4
State Subsidies Contribution,difference,-0,0,0,0,0,-0,0,5e-4,-1e-4,-0,-0,-0,0,-0,-0,-0,-0
State Subsidies Contribution,previous,0.0068,-0.0011,-5e-4,-5e-4,-4e-4,-1e-4,-1e-4,-7e-4,-8e-4,-5e-4,-5e-4,-0.0014,-0.0044,-4e-4,-4e-4,-4e-4,-3e-4
State Ui Contribution,current,-0.2083,-0.2193,-0.127,-0.1237,-0.2215,-0.107,-0.0473,-0.0268,0.0066,0.0185,0.027,0.0221,0.013,0.0052,6e-4,-0.0026,-0.0921
State Ui Contribution,difference,0,0,0,0,-0,-0,-0,8e-4,0.0128,0.0114,0.011,0.0098,0.0055,0.0027,0.0022,0.0013,-0.0126
State Ui Contribution,previous,-0.2083,-0.2193,-0.127,-0.1237,-0.2215,-0.107,-0.0473,-0.0277,-0.0062,0.0071,0.016,0.0123,0.0075,0.0025,-0.0016,-0.004,-0.0795
