name,source,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2
Federal Other Vulnerable Arp Contribution,difference,0,0,-0,-0,0,-0,-0,NA,NA,NA,1e-4,2e-4,2e-4,2e-4,1e-4,0,0
Federal Other Vulnerable Arp Contribution,previous,0.1201,0.1348,0.1437,0.1243,0.084,0.0483,-0.0368,NA,NA,NA,-0.0965,-0.062,-0.0489,-0.0433,-0.0258,-0.0103,-0.0098
Federal Purchases Deflator Growth,current,0.0097,0.0101,0.0114,0.0176,0.0167,0.0119,0.0101,NA,NA,NA,0.0093,0.0072,0.0067,0.0069,0.0066,0.0063,0.0061
Federal Purchases Deflator Growth,difference,0,0,-0,0,0,-0,-0,NA,NA,NA,0.0021,0,0,-0,0,-0,0
Federal Purchases Deflator Growth,previous,0.0097,0.0101,0.0114,0.0176,0.0167,0.0119,0.0101,NA,NA,NA,0.0072,0.0072,0.0067,0.0069,0.0066,0.0063,0.0061
Federal Social Benefits Contribution,current,-0.0183,-0.0199,0.2097,-0.881,-0.1909,-0.8361,-0.4616,NA,NA,NA,-0.1403,-0.1692,-0.0785,-0.0423,-0.0274,-0.0578,-0.0571
Federal Social Benefits Contribution,difference,-0,-0,-0,0,-0,0,0,NA,NA,NA,0.0179,0.018,0.0177,0.0174,1e-4,2e-4,2e-4
Federal Social Benefits Contribution,previous,-0.0183,-0.0199,0.2097,-0.881,-0.1909,-0.8361,-0.4616,NA,NA,NA,-0.1582,-0.1872,-0.0962,-0.0597,-0.0275,-0.0579,-0.0573
Federal Student Loans Contribution,current,0.0637,0.0292,0.0267,0.0168,-0.0132,-0.0126,-0.012,NA,NA,NA,-0.1122,-0.1016,-0.093,-0.0548,-0.0298,-0.0294,-0.0232
Federal Student Loans Contribution,difference,0,-0,0,0,-0,-0,-0,NA,NA,NA,0,2e-4,2e-4,1e-4,1e-4,1e-4,0
Federal Student Loans Contribution,previous,0.0637,0.0292,0.0267,0.0168,-0.0132,-0.0126,-0.012,NA,NA,NA,-0.1122,-0.1018,-0.0932,-0.0549,-0.0298,-0.0295,-0.0233
Federal Subsidies Contribution,current,0.3559,0.1922,0.0208,-0.0658,-0.1684,-0.1661,-0.0803,NA,NA,NA,-0.1399,-0.1031,-0.2902,-0.2613,-0.1046,-0.0568,-0.0915
Federal Subsidies Contribution,difference,-0.0366,-0.0427,-0.0112,-0.0099,-0.0875,-0.0831,-0.0295,NA,NA,NA,0.0845,0.0728,0.0261,-0.0243,1e-4,-0.0213,-0.0626
Federal Subsidies Contribution,previous,0.3926,0.2349,0.0321,-0.0559,-0.0809,-0.083,-0.0507,NA,NA,NA,-0.2245,-0.1759,-0.3163,-0.237,-0.1047,-0.0356,-0.0289
Federal Ui Contribution,current,0.0732,-0.9657,-1.027,-0.9508,-1.405,-0.9558,-0.393,NA,NA,NA,-0.0074,-0.0014,-7e-4,-3e-4,-2e-4,0,0
Federal Ui Contribution,difference,-0,0,0,0,0,0,-0,NA,NA,NA,0,0,0,0,0,0,0
Federal Ui Contribution,previous,0.0732,-0.9657,-1.027,-0.9508,-1.405,-0.9558,-0.393,NA,NA,NA,-0.0074,-0.0014,-7e-4,-3e-4,-2e-4,0,0
Fiscal Impact,current,-2.452,-2.9847,-3.1702,-3.7693,-4.585,-2.2495,-0.5037,NA,NA,NA,0.1675,-0.1075,-0.6267,-0.7305,-0.4342,-0.698,-0.6044
Fiscal Impact,difference,-0.0366,-0.0427,-0.0112,-0.0099,-0.0878,-0.0831,-0.0295,NA,NA,NA,0.4469,0.5838,-0.0821,-0.1187,-0.0787,-0.1434,-0.1737
Fiscal Impact,previous,-2.4153,-2.942,-3.159,-3.7594,-4.4973,-2.1663,-0.4741,NA,NA,NA,-0.2794,-0.6913,-0.5446,-0.6118,-0.3555,-0.5547,-0.4308
Gdp,current,23292.4,23829,24654.6,25029.1,25544.3,25994.6,26408.4,NA,NA,NA,27938.8,28258.3163,28595.9774,28940.5211,29297.2656,29660.7884,30015.6558
Gdp,difference,0,0,0,0,0,0,0,NA,NA,NA,51.1969,51.7824,52.4012,53.0325,53.6863,54.3524,55.0027
Gdp,previous,23292.4,23829,24654.6,25029.1,25544.3,25994.6,26408.4,NA,NA,NA,27887.6031,28206.5339,28543.5763,28887.4886,29243.5794,29606.436,29960.6532
Grants Contribution,current,0.4768,0.1255,0.1992,0.4485,0.7727,-0.2929,-0.72,NA,NA,NA,-0.2928,-0.1184,-0.3653,-0.0159,0.0102,-0.3086,-0.1926
Grants Contribution,difference,-0,-0,-0,0,0,-0,0,NA,NA,NA,-0.2449,0.1371,0.001,3e-4,2e-4,8e-4,6e-4
Grants Contribution,previous,0.4768,0.1255,0.1992,0.4485,0.7727,-0.2929,-0.72,NA,NA,NA,-0.0479,-0.2555,-0.3663,-0.0162,0.01,-0.3094,-0.1932
Real Potential Gdp Growth,current,0.0049,0.0051,0.0051,0.005,0.0048,0.0046,0.0044,NA,NA,NA,0.0044,0.0041,0.0041,0.0042,0.0043,0.0043,0.0044
Real Potential Gdp Growth,difference,-0,-0,-0,-0,0,0,0,NA,NA,NA,2e-4,-0,0,0,0,0,-0
Real Potential Gdp Growth,previous,0.0049,0.0051,0.0051,0.005,0.0048,0.0046,0.0044,NA,NA,NA,0.0042,0.0041,0.0041,0.0042,0.0043,0.0043,0.0044
Rebate Checks Arp Contribution,current,-1.0217,-0.0466,-1.1437,-0.032,-0.0222,-0.0329,-0.0212,NA,NA,NA,-0.012,-0.1125,-0.1052,-0.102,-0.0999,-0.0968,-0.0938
Rebate Checks Arp Contribution,difference,-0,0,-0,-0,-0,-0,0,NA,NA,NA,0,0.4836,-0.105,-0.1019,-0.0939,-0.0968,-0.0938
Rebate Checks Arp Contribution,previous,-1.0217,-0.0466,-1.1437,-0.032,-0.0222,-0.0329,-0.0212,NA,NA,NA,-0.012,-0.5961,-1e-4,-1e-4,-0.006,0,0
Rebate Checks Contribution,current,-0.2616,-1.0835,-0.3665,-0.0599,-0.9928,-0.0298,-0.02,NA,NA,NA,0,0,0,0,0,0,0
Rebate Checks Contribution,difference,-0,-0,-0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0
Rebate Checks Contribution,previous,-0.2616,-1.0835,-0.3665,-0.0599,-0.9928,-0.0298,-0.02,NA,NA,NA,0,0,0,0,0,0,0
State Contribution,current,-0.853,-0.1309,-0.6088,-0.7158,-1.0669,0.5057,0.8345,NA,NA,NA,0.503,0.1147,0.3054,-0.063,-0.1089,0.2078,0.0882
State Contribution,difference,0,-0,0,-0,-0,-0,0,NA,NA,NA,0.471,-0.1015,-8e-4,-1e-4,-0,-6e-4,-4e-4
State Contribution,previous,-0.853,-0.1309,-0.6088,-0.7158,-1.0669,0.5057,0.8345,NA,NA,NA,0.0319,0.2162,0.30620000000000003,-0.0628,-0.1088,0.2084,0.0886
State Corporate Taxes Contribution,current,-0.0156,-0.0231,-0.0418,-0.052,-0.027,-0.0272,-0.0346,NA,NA,NA,-0.0097,-0.0079,-0.0043,0.0026,0.018,0.0299,0.0081
State Corporate Taxes Contribution,difference,-0,-0,0,-0,0,0,0,NA,NA,NA,-2e-4,-2e-4,-2e-4,-2e-4,-3e-4,-3e-4,-2e-4
State Corporate Taxes Contribution,previous,-0.0156,-0.0231,-0.0418,-0.052,-0.027,-0.0272,-0.0346,NA,NA,NA,-0.0095,-0.0076,-0.0041,0.0028,0.0182,0.0302,0.0083
State Health Outlays Contribution,current,0.2373,-0.0477,-0.0185,-0.0866,-0.0486,-0.0466,0.0812,NA,NA,NA,0.0452,0.0352,-0.0819,-0.15310000000000001,-0.0112,-0.0536,-0.0307
State Health Outlays Contribution,difference,-0,-0,-0,-0,0,-0,0,NA,NA,NA,-0.0566,0.0113,0.0094,0.0075,0.0629,-4e-4,0.0032
State Health Outlays Contribution,previous,0.2373,-0.0477,-0.0185,-0.0866,-0.0486,-0.0466,0.0812,NA,NA,NA,0.1017,0.0239,-0.0913,-0.1606,-0.0741,-0.0532,-0.0338
State Non Corporate Taxes Contribution,current,-0.127,-0.0725,-0.1451,-0.1689,-0.1617,0.0432,0.0981,NA,NA,NA,0.1689,0.2062,0.1816,0.1326,0.0975,0.0592,-0.0114
State Non Corporate Taxes Contribution,difference,0,-0,-0,-0,0,0,0,NA,NA,NA,0.0524,0.0182,-0.0077,0.0087,0.0087,0.0087,0.0087
State Non Corporate Taxes Contribution,previous,-0.127,-0.0725,-0.1451,-0.1689,-0.1617,0.0432,0.0981,NA,NA,NA,0.1165,0.188,0.1893,0.1239,0.0888,0.0505,-0.02
State Purchases Deflator Growth,current,0.0185,0.0158,0.0191,0.022,0.0328,0.0042,0.0068,NA,NA,NA,0.0021,0.0074,0.0076,0.0073,0.0071,0.0073,0.0071
State Purchases Deflator Growth,difference,0,0,-0,0,0,-0,0,NA,NA,NA,-0.0054,-8e-4,0,0,-0,-0,-0
State Purchases Deflator Growth,previous,0.0185,0.0158,0.0191,0.022,0.0328,0.0042,0.0068,NA,NA,NA,0.0076,0.0082,0.0076,0.0073,0.0071,0.0073,0.0071
State Social Benefits,current,162.3,166.4,166.8,169.1,176.6,196.5,249.8,NA,NA,NA,176.9,196.2983,199.5248,202.8043,206.1377,209.5258,212.9697
State Social Benefits,difference,-0,-0,-0,0,-0,0,0,NA,NA,NA,-16.224,0,0,-0,0,0,0
State Social Benefits,previous,162.3,166.4,166.8,169.1,176.6,196.5,249.8,NA,NA,NA,193.124,196.2983,199.5248,202.8043,206.1377,209.5258,212.9697
State Subsidies Contribution,current,0.0067,-0.0011,-5e-4,-6e-4,-7e-4,-1e-4,-1e-4,NA,NA,NA,-1e-4,-0.0011,-0.0025,-5e-4,-4e-4,-6e-4,-0.0013
State Subsidies Contribution,difference,-0,-0,-0,-1e-4,-3e-4,0,0,NA,NA,NA,5e-4,4e-4,0.0018,-0,-0,-2e-4,-0.001
State Subsidies Contribution,previous,0.0067,-0.0011,-5e-4,-5e-4,-4e-4,-1e-4,-1e-4,NA,NA,NA,-6e-4,-0.0015,-0.0043,-4e-4,-4e-4,-4e-4,-4e-4
State Ui Contribution,current,-0.1554,-0.2608,-0.1429,-0.1394,-0.1948,-0.0977,-0.0459,NA,NA,NA,-2e-4,8e-4,0.0079,0.0113,0.0114,0.0099,0.0086
State Ui Contribution,difference,-0,0,0,0,-0,-0,0,NA,NA,NA,4e-4,1e-4,1e-4,1e-4,0,-0,0
State Ui Contribution,previous,-0.1554,-0.2608,-0.1429,-0.1394,-0.1948,-0.0977,-0.0459,NA,NA,NA,-7e-4,7e-4,0.0077,0.0112,0.0114,0.0099,0.0086
