name,source,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2
Federal Other Vulnerable Arp Contribution,previous,0.1216,0.1363,0.1458,0.1264,0.0854,0.0494,-0.0367,NA,-0.0974,-0.0968,-0.0992,-0.0637,-0.0503,-0.0446,-0.0265,-0.0106,-0.0167
Federal Purchases Deflator Growth,current,0.0102,0.0108,0.0107,0.0139,0.0147,0.0118,0.0078,NA,0.0058,0.0063,0.0063,0.0073,0.007,0.0068,0.0066,0.006,0.0061
Federal Purchases Deflator Growth,difference,0,0,-0,0,0,-0,0,NA,0,0,0,-0,-0,0,-0,0,0
Federal Purchases Deflator Growth,previous,0.0102,0.0108,0.0107,0.0139,0.0147,0.0118,0.0078,NA,0.0058,0.0063,0.0063,0.0073,0.007,0.0068,0.0066,0.006,0.0061
Federal Social Benefits Contribution,current,-0.0415,-0.0358,0.2091,-0.9142,-0.2292,-0.8354,-0.401,NA,0.2252,0.269,-0.0133,-0.1002,-0.0851,-0.0701,-0.035,-0.0728,-6.688
Federal Social Benefits Contribution,difference,0,0,-0,0,-0,0,-0,NA,2e-4,2e-4,4e-4,2e-4,1e-4,1e-4,1e-4,1e-4,0.0044
Federal Social Benefits Contribution,previous,-0.0415,-0.0358,0.2091,-0.9142,-0.2292,-0.8354,-0.401,NA,0.225,0.2688,-0.0137,-0.1003,-0.0852,-0.0702,-0.0351,-0.0729,-6.6924
Federal Student Loans Contribution,current,0,0,0,0,0,0,0,NA,0,0.0437,0.0309,0.0401,0.0217,0.0214,0.0179,0.0171,-0.0348
Federal Student Loans Contribution,difference,0,0,0,0,0,0,0,NA,0,-0,-0,-0,-0,-0,-0,-0,0
Federal Student Loans Contribution,previous,0,0,0,0,0,0,0,NA,0,0.0438,0.0309,0.0401,0.0217,0.0214,0.0179,0.0171,-0.0348
Federal Subsidies Contribution,current,0.3989,0.2368,0.0301,-0.0599,-0.0843,-0.0839,-0.0467,NA,-0.5272,-0.5768,-0.2263,-0.1785,-0.3222,-0.2406,-0.1046,-0.033,-0.0834
Federal Subsidies Contribution,difference,0,0,-0,0,0,0,0,NA,4e-4,4e-4,2e-4,1e-4,2e-4,2e-4,1e-4,0,1e-4
Federal Subsidies Contribution,previous,0.3989,0.2368,0.0301,-0.0599,-0.0843,-0.0839,-0.0467,NA,-0.5276,-0.5773,-0.2265,-0.1786,-0.3225,-0.2408,-0.1047,-0.033,-0.0835
Federal Ui Contribution,current,0.0757,-0.9734,-1.0358,-0.9602,-1.4191,-0.965,-0.3962,NA,-0.2842,-0.1301,-0.0076,-0.0014,-7e-4,-3e-4,-2e-4,0,0
Federal Ui Contribution,difference,0,0,0,0,0,-0,0,NA,2e-4,1e-4,0,0,0,0,0,0,0
Federal Ui Contribution,previous,0.0757,-0.9734,-1.0358,-0.9602,-1.4191,-0.965,-0.3962,NA,-0.2844,-0.1302,-0.0076,-0.0014,-7e-4,-3e-4,-2e-4,0,0
Fiscal Impact,current,-2.1034,-2.4715,-3.07,-3.8248,-4.7997,-2.4954,-0.917,NA,-1.1672,-0.1587,-0.1196,-0.3289,0.1206,0.2094,0.2756,0.0518,-72.4721
Fiscal Impact,difference,0,-0,0,-0,0,0,0.0625,NA,0.0784,0.0271,0.0436,0.0313,0.0889,0.1398,0.0878,0.1022,-0.2266
Fiscal Impact,previous,-2.1034,-2.4715,-3.07,-3.8248,-4.7997,-2.4954,-0.9796,NA,-1.2456,-0.1857,-0.1632,-0.3603,0.0317,0.0696,0.1879,-0.0504,-72.2455
Gdp,current,23046.9,23550.4,24349.1,24740.5,25248.5,25723.9,26138,NA,26648.6341,26878.6581,27148.8096,27459.2914,27787.4049,28122.2063,28468.8636,28822.1075,29166.9408
Gdp,difference,0,0,0,0,0,0,0,NA,20.525,20.7022,20.9103,21.1494,21.4021,21.66,21.927,22.1991,22.4647
Gdp,previous,23046.9,23550.4,24349.1,24740.5,25248.5,25723.9,26138,NA,26628.1091,26857.9559,27127.8994,27438.1419,27766.0027,28100.5463,28446.9366,28799.9084,29144.4762
Grants Contribution,current,0.6723,-0.0279,0.3072,0.3745,0.7907,-0.3015,-0.6942,NA,-0.1143,-0.1185,-0.0684,-0.2596,-0.3723,-0.0132,0.0133,-0.3156,-6.8382
Grants Contribution,difference,-0,0,-0,-0,0,-0,-0,NA,1e-4,1e-4,1e-4,2e-4,3e-4,0,-0,2e-4,0.0053
Grants Contribution,previous,0.6723,-0.0279,0.3072,0.3745,0.7907,-0.3015,-0.6942,NA,-0.1144,-0.1186,-0.0684,-0.2598,-0.3725,-0.0132,0.0133,-0.3159,-6.8434
Real Potential Gdp Growth,current,0.0044,0.0044,0.0045,0.0045,0.0045,0.0045,0.0046,NA,0.0043,0.0042,0.0042,0.0041,0.0041,0.0042,0.0043,0.0043,0.0044
Real Potential Gdp Growth,difference,-0,-0,-0,0,-0,-0,-0,NA,-0,-0,0,-0,0,0,0,0,-0
Real Potential Gdp Growth,previous,0.0044,0.0044,0.0045,0.0045,0.0045,0.0045,0.0046,NA,0.0043,0.0042,0.0042,0.0041,0.0041,0.0042,0.0043,0.0043,0.0044
Rebate Checks Arp Contribution,current,-1.0348,-0.0472,-1.1572,-0.0324,-0.0225,-0.0333,-0.0214,NA,-0.4279,-0.0125,-0.0124,-0.6123,-1e-4,-1e-4,-0.0062,0,0
Rebate Checks Arp Contribution,difference,0,0,-0,0,-0,0,0,NA,3e-4,0,0,5e-4,0,0,0,0,0
Rebate Checks Arp Contribution,previous,-1.0348,-0.0472,-1.1572,-0.0324,-0.0225,-0.0333,-0.0214,NA,-0.4283,-0.0125,-0.0124,-0.6128,-1e-4,-1e-4,-0.0062,0,0
Rebate Checks Contribution,current,-0.2653,-1.0944,-0.3705,-0.0606,-1.0044,-0.0298,-0.0199,NA,-0.2504,-0.0333,0,0,0,0,0,0,0
Rebate Checks Contribution,difference,0,0,0,0,-0,-0,0,NA,2e-4,0,0,0,0,0,0,0,0
Rebate Checks Contribution,previous,-0.2653,-1.0944,-0.3705,-0.0606,-1.0044,-0.0298,-0.0199,NA,-0.2506,-0.0334,0,0,0,0,0,0,0
State Contribution,current,-0.9179,0.3274,-0.6783,-0.6125,-1.0525,0.5137,0.7797,NA,0.0679,0.123,-0.0105,0.1999,0.2912,-0.0701,-0.1,0.2266,-37.5351
State Contribution,difference,-0,0,-0,0,-0,-0,-0,NA,-2e-4,-1e-4,-2e-4,-3e-4,-5e-4,-2e-4,-2e-4,-4e-4,-0.1021
State Contribution,previous,-0.9179,0.3274,-0.6783,-0.6125,-1.0525,0.5137,0.7797,NA,0.0681,0.123,-0.0103,0.2002,0.2917,-0.0699,-0.0998,0.2271,-37.433
State Corporate Taxes Contribution,current,-0.0123,-0.0135,-0.0204,-0.0433,-0.0104,-0.0054,-0.014,NA,-0.0163,-0.0059,-0.0021,-0.0012,-0.0014,-0.001,0.0044,0.0278,0.0583
State Corporate Taxes Contribution,difference,-0,-0,-0,0,0,0,0,NA,-0.0074,-0.007,-0.0067,-0.0066,-0.0066,-0.0066,-0.0067,-0.0068,6e-4
State Corporate Taxes Contribution,previous,-0.0123,-0.0135,-0.0204,-0.0433,-0.0104,-0.0054,-0.014,NA,-0.0089,0.0011,0.0045,0.0054,0.0052,0.0056,0.0111,0.0347,0.0576
State Health Outlays Contribution,current,0.2407,-0.0506,-0.006,-0.1493,-0.1256,-0.1428,-0.0469,NA,-0.0079,0.0866,0.1123,0.0812,0.0576,0.0233,-0.0376,-0.0442,-0.7641
State Health Outlays Contribution,difference,-0,0,0,0,0,0,0,NA,-0.0228,-0.0366,0.0358,-0.0062,0.0757,0.0906,0.008,-0.0083,-0.0535
State Health Outlays Contribution,previous,0.2407,-0.0506,-0.006,-0.1493,-0.1256,-0.1428,-0.0469,NA,0.0149,0.1232,0.0766,0.0873,-0.0182,-0.0672,-0.0456,-0.036,-0.7106
State Non Corporate Taxes Contribution,current,-0.1091,0.0179,0.0133,-0.0226,-0.0567,0.0556,0.1119,NA,0.2709,0.1425,0.1563,0.1404,0.1211,0.1098,0.0746,0.0047,3.9247
State Non Corporate Taxes Contribution,difference,-0,-0,0,0,-0,-0,0,NA,0.0076,0.0038,0.0037,0.0037,0.0037,0.0036,0.0036,0,-0.0107
State Non Corporate Taxes Contribution,previous,-0.1091,0.0179,0.0133,-0.0226,-0.0567,0.0556,0.1119,NA,0.2634,0.1387,0.1526,0.1367,0.1174,0.1061,0.071,0.0047,3.9355
State Purchases Deflator Growth,current,0.0206,0.017,0.0219,0.0254,0.0355,0.0072,0.0096,NA,0.008,0.0086,0.0085,0.0077,0.0069,0.0067,0.0066,0.0068,0.0068
State Purchases Deflator Growth,difference,0,0,-0,0,0,-0,0,NA,-0,-0,0,-0,0,0,-0,-0,-0
State Purchases Deflator Growth,previous,0.0206,0.017,0.0219,0.0254,0.0355,0.0072,0.0096,NA,0.008,0.0086,0.0085,0.0077,0.0069,0.0067,0.0066,0.0068,0.0068
State Social Benefits,current,165.3,169.9,170.2,171.6,173.2,196.8,249.7,NA,186.4188,189.3096,192.2453,195.2264,198.2538,201.3282,204.4502,207.6206,0
State Social Benefits,difference,0,-0,0,0,0,-0,0,NA,0,0,0,0,-0,0,-0,0,0
State Social Benefits,previous,165.3,169.9,170.2,171.6,173.2,196.8,249.7,NA,186.4188,189.3096,192.2453,195.2264,198.2538,201.3282,204.4502,207.6206,0
State Subsidies Contribution,current,0.0068,-0.0011,-5e-4,-5e-4,-4e-4,-1e-4,-1e-4,NA,-9e-4,-6e-4,-5e-4,-0.0014,-0.0044,-4e-4,-4e-4,-4e-4,-3e-4
State Subsidies Contribution,difference,-0,0,0,0,0,-0,0,NA,0,0,0,0,0,0,0,0,0
State Subsidies Contribution,previous,0.0068,-0.0011,-5e-4,-5e-4,-4e-4,-1e-4,-1e-4,NA,-9e-4,-6e-4,-5e-4,-0.0014,-0.0044,-4e-4,-4e-4,-4e-4,-3e-4
State Ui Contribution,current,-0.2083,-0.2193,-0.127,-0.1237,-0.2215,-0.107,-0.0473,NA,-0.0131,0.006,0.0207,0.0219,0.0242,0.0184,0.0086,0.0021,-0.0885
State Ui Contribution,difference,0,0,0,0,-0,-0,-0,NA,0,-0,-0,-0,-0,-0,-0,-0,1e-4
State Ui Contribution,previous,-0.2083,-0.2193,-0.127,-0.1237,-0.2215,-0.107,-0.0473,NA,-0.0131,0.006,0.0207,0.0219,0.0242,0.0184,0.0086,0.0021,-0.0885
