name,source,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2
Federal Social Benefits Contribution,difference,-0.0021,-0.0076,-0.0128,-0.015,-0.0135,-0.0099,-0.0041,NA,-0.0994,-0.0634,-0.0659,-0.069,0.0316,-0.0055,-0.0066,-0.0058,-0.0267
Federal Social Benefits Contribution,previous,-0.0415,-0.0358,0.2091,-0.9142,-0.2292,-0.8354,-0.401,NA,0.2236,0.2674,-0.0144,-0.0999,-0.0848,-0.0698,-0.0348,-0.0726,-6.6748
Federal Student Loans Contribution,current,0,0,0,0,0,0,0,NA,0,0.0044,0.0031,0.0041,0.0022,0.0022,0.0018,0.0017,-0.0035
Federal Student Loans Contribution,difference,0,0,0,0,0,0,0,NA,0,-0.0393,-0.0277,-0.0359,-0.0195,-0.0192,-0.016,-0.0153,0.0312
Federal Student Loans Contribution,previous,0,0,0,0,0,0,0,NA,0,0.0437,0.0308,0.04,0.0217,0.0214,0.0179,0.0171,-0.0348
Federal Subsidies Contribution,current,0.399,0.2365,0.0296,-0.0604,-0.0848,-0.0844,-0.0471,NA,-0.5068,-0.5792,-0.2309,-0.1824,-0.3279,-0.2442,-0.1062,-0.0335,-0.0855
Federal Subsidies Contribution,difference,1e-4,-3e-4,-5e-4,-6e-4,-5e-4,-5e-4,-5e-4,NA,0.0195,-0.0033,-0.0049,-0.0042,-0.0062,-0.004,-0.0018,-6e-4,-0.0022
Federal Subsidies Contribution,previous,0.3989,0.2368,0.0301,-0.0599,-0.0843,-0.0839,-0.0467,NA,-0.5264,-0.5759,-0.2259,-0.1782,-0.3217,-0.2402,-0.1045,-0.0329,-0.0833
Federal Ui Contribution,current,0.0755,-0.9745,-1.0374,-0.9616,-1.4202,-0.9659,-0.3967,NA,-0.2839,-0.13,-0.0077,-0.0014,-7e-4,-3e-4,-2e-4,0,0
Federal Ui Contribution,difference,-2e-4,-0.0011,-0.0016,-0.0014,-0.0011,-8e-4,-6e-4,NA,-3e-4,-1e-4,-1e-4,-0,-0,-0,-0,0,0
Federal Ui Contribution,previous,0.0757,-0.9734,-1.0358,-0.9602,-1.4191,-0.965,-0.3962,NA,-0.2837,-0.1299,-0.0076,-0.0014,-7e-4,-3e-4,-2e-4,0,0
Fiscal Impact,current,-2.1407,-2.525,-3.1302,-3.8752,-4.8299,-2.5048,-0.8997,NA,-0.7403,-0.3045,-0.2926,-0.5478,-0.0175,-0.0664,0.0577,-0.0722,-72.7098
Fiscal Impact,difference,-0.0373,-0.0536,-0.0602,-0.0504,-0.0302,-0.0095,0.0173,NA,0.342,-0.19,-0.0595,-0.0897,0.0765,-0.057,-0.0487,-0.0418,-0.9983
Fiscal Impact,previous,-2.1034,-2.4715,-3.07,-3.8248,-4.7997,-2.4954,-0.917,NA,-1.0822,-0.1145,-0.2331,-0.4581,-0.094,-0.0094,0.1064,-0.0303,-71.7116
Gdp,current,23046.9,23550.4,24349.1,24740.5,25248.5,25723.9,26138,NA,26692.4007,26525.3,26791.9,27098.3,27422.1,27752.5,28094.6,28443.2,28783.5
Gdp,difference,0,0,0,0,0,0,0,NA,0,-397.5025,-401.4977,-406.0894,-410.9418,-415.8931,-421.0197,-426.2437,-431.3434
Gdp,previous,23046.9,23550.4,24349.1,24740.5,25248.5,25723.9,26138,NA,26692.4007,26922.8025,27193.3977,27504.3894,27833.0418,28168.3931,28515.6197,28869.4437,29214.8434
Grants Contribution,current,0.6692,-0.0325,0.3023,0.3706,0.7885,-0.3021,-0.6923,NA,-1.5135,1.2106,-0.0617,-0.2666,-0.3818,-0.0173,0.0099,-0.3226,-6.75
Grants Contribution,difference,-0.003,-0.0046,-0.0048,-0.0039,-0.0022,-6e-4,0.0019,NA,-1.3993,1.3289,0.0065,-0.0074,-0.0101,-0.0041,-0.0033,-0.0075,0.0755
Grants Contribution,previous,0.6723,-0.0279,0.3072,0.3745,0.7907,-0.3015,-0.6942,NA,-0.1142,-0.1183,-0.0683,-0.2592,-0.3717,-0.0132,0.0133,-0.3151,-6.8254
Real Potential Gdp Growth,current,0.0049,0.0051,0.0051,0.005,0.0048,0.0046,0.0044,NA,0.0045,0.0042,0.0042,0.0041,0.0041,0.0042,0.0043,0.0043,0.0044
Real Potential Gdp Growth,difference,4e-4,6e-4,6e-4,5e-4,3e-4,1e-4,-2e-4,NA,2e-4,-0,0,-0,0,0,0,0,-0
Real Potential Gdp Growth,previous,0.0044,0.0044,0.0045,0.0045,0.0045,0.0045,0.0046,NA,0.0043,0.0042,0.0042,0.0041,0.0041,0.0042,0.0043,0.0043,0.0044
Rebate Checks Arp Contribution,current,-1.0363,-0.0482,-1.1582,-0.0329,-0.023,-0.0338,-0.0218,NA,-0.4277,-0.0127,-0.0128,-0.6207,-1e-4,-1e-4,-0.0063,0,0
Rebate Checks Arp Contribution,difference,-0.0015,-0.001,-0.001,-5e-4,-5e-4,-5e-4,-5e-4,NA,-4e-4,-3e-4,-5e-4,-0.0094,-0,-0,-1e-4,0,0
Rebate Checks Arp Contribution,previous,-1.0348,-0.0472,-1.1572,-0.0324,-0.0225,-0.0333,-0.0214,NA,-0.4272,-0.0125,-0.0123,-0.6113,-1e-4,-1e-4,-0.0062,0,0
Rebate Checks Contribution,current,-0.2662,-1.0954,-0.3709,-0.0609,-1.0046,-0.0302,-0.0203,NA,-0.2502,-0.0333,0,0,0,0,0,0,0
Rebate Checks Contribution,difference,-9e-4,-0.001,-4e-4,-2e-4,-2e-4,-4e-4,-4e-4,NA,-2e-4,-0,0,0,0,0,0,0,0
Rebate Checks Contribution,previous,-0.2653,-1.0944,-0.3705,-0.0606,-1.0044,-0.0298,-0.0199,NA,-0.25,-0.0333,0,0,0,0,0,0,0
State Contribution,current,-0.934,0.3055,-0.7016,-0.6304,-1.062,0.5116,0.7872,NA,1.7068,-1.2534,0.0453,0.2262,0.3201,-0.0639,-0.1116,0.2188,-38.0566
State Contribution,difference,-0.0161,-0.0219,-0.0233,-0.0179,-0.0096,-0.0021,0.0075,NA,1.6391,-1.3762,0.0559,0.0268,0.0294,0.0061,-0.0116,-0.0074,-0.539
State Contribution,previous,-0.9179,0.3274,-0.6783,-0.6125,-1.0525,0.5137,0.7797,NA,0.0677,0.1228,-0.0105,0.1995,0.2907,-0.07,-0.0999,0.2262,-37.5176
State Corporate Taxes Contribution,current,-0.0123,-0.0135,-0.0204,-0.0433,-0.0103,-0.0052,-0.0139,NA,-0.0177,-0.0084,-0.0047,-0.0033,-0.0029,-0.0017,0.004,0.0274,0.0591
State Corporate Taxes Contribution,difference,-1e-4,-0,0,1e-4,1e-4,1e-4,1e-4,NA,8e-4,-4e-4,-5e-4,-1e-4,5e-4,0.0013,0.0017,0.0017,8e-4
State Corporate Taxes Contribution,previous,-0.0123,-0.0135,-0.0204,-0.0433,-0.0104,-0.0054,-0.014,NA,-0.0185,-0.008,-0.0042,-0.0032,-0.0034,-0.003,0.0023,0.0257,0.0584
State Health Outlays Contribution,current,0.2405,-0.0514,-0.0074,-0.1509,-0.1271,-0.1438,-0.0473,NA,0.0929,0.1996,0.1644,0.0965,-0.0032,-0.0561,-0.0566,-0.0571,-0.8143
State Health Outlays Contribution,difference,-2e-4,-9e-4,-0.0014,-0.0016,-0.0015,-0.001,-4e-4,NA,0.0493,0.0732,0.0125,0.0083,-0.0433,-0.0697,-0.0097,-0.0069,-0.0173
State Health Outlays Contribution,previous,0.2407,-0.0506,-0.006,-0.1493,-0.1256,-0.1428,-0.0469,NA,0.0437,0.1264,0.1519,0.0881,0.0401,0.0136,-0.0469,-0.0502,-0.797
State Non Corporate Taxes Contribution,current,-0.1088,0.0208,0.0184,-0.0166,-0.0505,0.0614,0.1163,NA,0.3191,0.1801,0.1803,0.1765,0.1589,0.1464,0.1077,0.0372,3.9189
State Non Corporate Taxes Contribution,difference,3e-4,0.003,0.005,0.006,0.0062,0.0057,0.0044,NA,0.0518,0.0395,0.0258,0.0379,0.0395,0.0383,0.0347,0.0324,-0.002
State Non Corporate Taxes Contribution,previous,-0.1091,0.0179,0.0133,-0.0226,-0.0567,0.0556,0.1119,NA,0.2673,0.1407,0.1545,0.1386,0.1193,0.1081,0.073,0.0047,3.9209
State Purchases Deflator Growth,current,0.0206,0.017,0.0219,0.0254,0.0355,0.0072,0.0096,NA,-0.0023,0.0063,0.0076,0.0082,0.0076,0.0073,0.0071,0.0073,0.0068
State Purchases Deflator Growth,difference,0,0,-0,0,0,-0,0,NA,-0.0103,-0.0023,-9e-4,5e-4,6e-4,6e-4,5e-4,4e-4,-0
State Purchases Deflator Growth,previous,0.0206,0.017,0.0219,0.0254,0.0355,0.0072,0.0096,NA,0.008,0.0086,0.0085,0.0077,0.0069,0.0067,0.0066,0.0068,0.0068
State Social Benefits,current,165.3,169.9,170.2,171.6,173.2,196.8,249.7,NA,175.4,189.3096,192.2453,195.2264,198.2538,201.3282,204.4502,207.6206,0
State Social Benefits,difference,0,-0,0,0,0,-0,0,NA,-11.0188,0,0,0,-0,0,-0,0,0
State Social Benefits,previous,165.3,169.9,170.2,171.6,173.2,196.8,249.7,NA,186.4188,189.3096,192.2453,195.2264,198.2538,201.3282,204.4502,207.6206,0
State Subsidies Contribution,current,0.0068,-0.0011,-5e-4,-5e-4,-4e-4,-1e-4,-1e-4,NA,-4e-4,-6e-4,-6e-4,-0.0015,-0.0045,-4e-4,-4e-4,-4e-4,-4e-4
State Subsidies Contribution,difference,-0,-0,-0,-0,-0,-0,-0,NA,5e-4,-1e-4,-0,-1e-4,-1e-4,-0,-0,-0,-0
State Subsidies Contribution,previous,0.0068,-0.0011,-5e-4,-5e-4,-4e-4,-1e-4,-1e-4,NA,-9e-4,-6e-4,-5e-4,-0.0014,-0.0044,-4e-4,-4e-4,-4e-4,-3e-4
State Ui Contribution,current,-0.2083,-0.2194,-0.1272,-0.1239,-0.2216,-0.1072,-0.0474,NA,-0.014,-0.0034,0.0031,0.0046,0.0105,0.012,0.0127,0.0107,-0.0771
State Ui Contribution,difference,1e-4,-1e-4,-2e-4,-2e-4,-2e-4,-2e-4,-1e-4,NA,-0.001,-0.0094,-0.0175,-0.0172,-0.0137,-0.0064,0.0042,0.0086,0.0112
State Ui Contribution,previous,-0.2083,-0.2193,-0.127,-0.1237,-0.2215,-0.107,-0.0473,NA,-0.013,0.006,0.0207,0.0218,0.0241,0.0184,0.0086,0.0021,-0.0883
